CHILDCODE	MEMIDR5	MEMMOVR5	RELATER5	PRMCRER5	LIVHSER5	YRDIEDR5	AGER4	MEMAGER5	MEAGMTR5	MEMSEXR5	CHLBRNR5	RWHLIVR5	RSEECHR5	RCHLVER5	RLNLIVR5	THSVILR5	DOBHHMR5	RELHHR5	MRTLSTR5	MTHRHHR5	FTHRHHR5	STRT18R5	GRDE18R5	STLL18R5	HSSTRTR5	STRYRR5	STRMTHR5	GRADER5	STILLR5	WHYNOTR5	PANELSIB	AGEGRDR5	GRDRPR5	TYPLSTR5	PERFR5	TYPATDR5	WHSCHR5	FEESR5	EXTTUTR4	BRDSCHR5	SLEEPR5	CHCARER5	HHCHRER5	NPYWRKR5	PAYWRKR5	SCHOOLR5	STUDYR5	PLAYR5	MEMCNSR5	DISABR5	MEMAFCR5	MEMLNGR5	MLNHLR51	HTSFFR51	SEEKTRR5	WHSEEKR5	MEMSMKR5	MEMTOBR5	OFTSMKR5	OFTALCR5
110095	2	 	5	0	1	 	46	49	 	2	 	 	 	 	 	 	 	7	1	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
110095	3	 	1	0	1	 	43	46	 	1	 	 	 	 	 	 	 	 	1	99	99	1	17	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
110095	4	 	1	1	1	 	31	34	 	2	0	 	 	 	 	 	 	1	1	2	1	1	10	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
110095	28	 	7	0	1	 	15	18	 	1	 	 	 	 	 	 	 	2	0	4	3	1	12	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
110096	0	 	0	 	1	 	11	14	 	2	 	 	 	 	 	 	 	2	0	3	2	 	 	 	1	 	 	9	1	 	 	 	 	 	3	1	1	3000	0	0	8	0	1	0	0	9	2	4	N	 	 	 	 	 	 	 	 	 	 	 
110096	1	 	5	0	4	 	66	69	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110096	2	 	1	0	1	 	37	40	 	1	 	 	 	 	 	 	 	 	1	98	99	1	10	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	18	5	1	5	0	0	 	6
110096	3	 	1	1	1	 	33	36	 	2	0	 	 	 	 	 	 	1	1	98	99	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	18	5	2	5	0	0	 	6
110096	28	 	7	0	1	 	15	18	 	1	 	 	 	 	 	 	 	2	0	3	2	1	17	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
110097	0	 	0	 	1	 	11	14	 	2	 	 	 	 	 	 	 	2	0	8	5	 	 	 	1	 	 	8	1	 	 	 	 	 	1	3	3	120	0	0	9	0	1	0	0	9	1	4	N	 	 	 	 	 	 	 	 	 	 	 
110097	1	 	6	0	1	 	66	69	 	2	 	 	 	 	 	 	 	3	3	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
110097	2	 	13	0	4	 	49	52	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110097	3	 	13	0	4	 	47	50	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110097	4	 	13	0	4	 	46	49	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110097	5	 	1	0	1	 	39	42	 	1	 	 	 	 	 	 	 	 	1	1	99	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	0	1	6
110097	6	 	13	0	3	2016	36	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110097	7	 	13	0	4	 	34	37	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110097	8	 	1	1	1	 	33	36	 	2	0	 	 	 	 	 	 	1	1	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	19	15	2	5	0	0	 	6
110097	9	 	13	0	4	 	31	34	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110097	10	 	14	0	4	 	21	24	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110097	11	 	14	0	4	 	19	22	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110097	12	 	13	0	1	 	31	34	 	2	 	 	 	 	 	 	 	8	3	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
110097	13	 	7	0	1	 	10	13	 	2	 	 	 	 	 	 	3	2	0	8	5	 	 	 	1	 	 	7	1	 	1	 	 	 	2	3	 	120	0	0	9	0	1	0	0	9	1	4	N	0	 	0	 	 	 	 	0	0	 	6
110097	14	 	14	0	4	 	8	11	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110097	28	 	14	0	4	 	15	18	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110097	29	 	13	0	4	 	22	25	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110097	30	 	14	0	1	 	7	10	 	1	 	 	 	 	 	 	8	2	 	12	99	 	 	 	1	 	 	4	1	 	 	 	 	 	 	 	 	 	 	 	9	0	0	0	0	7	1	7	N	 	 	 	 	 	 	 	 	 	 	 
110097	31	 	7	0	1	 	7	10	 	2	 	 	 	 	 	 	8	2	 	8	5	 	 	 	1	 	 	4	1	 	 	 	 	 	 	 	 	 	 	 	9	0	0	0	0	7	1	7	N	 	 	 	 	 	 	 	 	 	 	 
110097	32	 	14	0	1	 	 	7	 	1	 	 	 	 	 	 	12	2	 	12	99	 	 	 	1	5	2	2	1	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	7	0	7	N	 	 	 	 	 	 	 	 	 	 	 
110098	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	10	1	 	0	 	 	 	2	1	5	10000	0	0	7	0	1	0	1	10	1	4	N	 	 	 	 	 	 	 	 	 	 	 
110098	1	 	1	0	1	 	39	42	 	1	 	 	 	 	 	 	 	 	1	98	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	20	6	2	5	1	1	1	1
110098	2	 	1	1	1	 	35	38	 	2	0	 	 	 	 	 	 	1	1	99	98	1	2	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	22	2	2	5	0	0	 	6
110098	3	 	7	0	4	 	17	20	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110099	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	8	1	 	0	 	 	 	3	3	4	0	100	0	9	0	1	0	0	8	2	4	N	 	 	 	 	 	 	 	 	 	 	 
110099	1	 	1	0	1	 	44	47	 	1	 	 	 	 	 	 	 	 	1	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	1
110099	2	 	1	1	1	 	33	36	 	2	0	 	 	 	 	0	 	1	1	98	98	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
110099	3	 	7	0	1	 	21	24	 	1	 	 	 	 	 	 	 	2	0	2	1	1	4	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
110099	4	 	7	0	1	 	10	13	 	1	 	 	 	 	 	 	3	2	0	2	1	 	 	 	1	 	 	6	1	 	1	 	 	 	2	3	 	0	100	0	10	0	1	0	0	8	1	4	N	0	 	0	 	 	 	 	0	0	 	77
110100	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	3	2	 	 	 	1	 	 	9	0	31	0	15	10	3	 	 	 	 	 	 	8	1	5	7	0	0	0	3	N	 	 	 	 	 	 	 	 	 	 	 
110100	1	 	6	0	1	 	61	64	 	2	 	 	 	 	 	 	 	3	3	98	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
110100	2	 	1	0	1	 	33	36	 	1	 	 	 	 	 	 	 	 	1	1	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	0	1	4
110100	3	 	1	1	1	 	31	34	 	2	0	 	 	 	 	 	 	1	1	98	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	18	1	1	5	0	0	 	6
110100	4	 	7	0	1	 	11	14	 	2	 	 	 	 	 	 	3	2	0	3	2	 	 	 	1	 	 	3	0	24	1	9	4	3	 	 	 	 	 	 	12	0	1	0	0	0	0	11	N	0	 	0	 	 	 	 	0	0	 	6
110100	5	 	7	0	1	 	8	11	 	1	 	 	 	 	 	 	10	2	 	3	5	 	 	 	1	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	11	0	0	0	0	9	2	2	N	 	 	 	 	 	 	 	 	 	 	 
110102	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	11	1	 	 	 	 	 	2	1	4	25000	0	1	9	0	0	0	0	8	2	5	N	 	 	 	 	 	 	 	 	 	 	 
110102	1	 	1	0	1	 	46	49	 	1	 	 	 	 	 	 	 	 	1	98	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	13	4	2	5	0	0	 	6
110102	2	 	1	1	1	 	41	44	 	2	0	 	 	 	 	 	 	1	1	98	99	1	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
110102	3	 	7	0	1	 	16	19	 	1	 	 	 	 	 	 	 	2	0	2	1	1	10	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
110103	0	 	0	 	1	 	11	14	 	2	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	9	1	 	 	 	 	 	2	3	4	150	0	0	9	0	2	0	0	8	2	3	N	 	 	 	 	 	 	 	 	 	 	 
110103	1	 	1	0	1	 	41	44	 	1	 	 	 	 	 	 	 	 	1	98	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	18	1	2	4	0	0	 	6
110103	2	 	1	1	1	 	31	34	 	2	0	 	 	 	 	 	 	1	1	98	98	1	8	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	13	1	2	5	1	0	1	6
110103	28	 	7	0	1	 	13	16	 	1	 	 	 	 	 	 	1	2	0	2	1	 	 	 	1	 	 	0	0	1	1	10	0	88	 	 	 	 	 	 	9	0	1	0	8	0	0	6	N	0	 	1	21	1	2	5	1	1	1	6
110104	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	4	3	 	 	 	0	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	9	1	2	8	0	0	0	4	N	 	 	 	 	 	 	 	 	 	 	 
110104	1	 	6	0	4	 	61	64	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110104	2	 	6	0	4	 	51	54	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110104	3	 	1	0	1	 	46	49	 	1	 	 	 	 	 	 	 	 	1	98	98	1	6	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	18	1	2	5	1	0	1	6
110104	4	 	1	1	1	 	36	39	 	2	0	 	 	 	 	 	 	1	1	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
110104	5	 	13	0	4	 	34	37	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110104	6	 	13	0	4	 	31	34	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110104	7	 	13	0	4	 	29	32	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110104	8	 	7	0	1	 	9	12	 	2	 	 	 	 	 	 	3	2	0	4	3	 	 	 	1	 	 	6	1	 	1	 	 	 	2	3	 	100	0	0	10	0	2	0	0	8	1	3	N	0	 	0	 	 	 	 	0	0	 	6
110104	9	 	7	0	4	 	7	10	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110104	28	 	7	0	4	 	14	17	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110104	29	 	7	0	1	 	12	15	 	2	 	 	 	 	 	 	2	2	0	4	3	 	 	 	1	 	 	3	1	 	 	 	 	 	 	 	 	 	 	 	10	1	0	0	0	7	1	5	N	 	 	 	 	 	 	 	 	 	 	 
110104	30	 	7	0	1	 	4	7	 	1	 	 	 	 	 	 	11	2	 	4	3	 	 	 	1	 	 	0	1	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	9	1	4	N	 	 	 	 	 	 	 	 	 	 	 
120001	0	 	0	 	1	 	11	14	 	1	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	8	1	 	0	 	 	 	3	1	5	25000	0	1	8	0	1	0	0	8	4	3	N	 	 	 	 	 	 	 	 	 	 	 
120001	1	 	1	0	1	 	33	36	 	1	 	 	 	 	 	 	 	 	1	98	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	18	3	3	5	0	0	 	5
120001	2	 	1	1	1	 	29	32	 	2	0	 	 	 	 	 	 	1	1	98	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120001	3	 	7	0	1	 	9	12	 	2	 	 	 	 	 	 	7	2	0	2	1	 	 	 	1	 	 	7	1	 	1	 	 	 	2	3	 	0	0	0	9	0	3	0	0	8	1	3	N	0	 	0	 	 	 	 	0	0	 	6
120002	0	 	0	 	1	 	11	14	 	1	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	8	1	 	0	 	 	 	3	3	4	150	3000	0	8	0	1	0	0	8	5	2	N	 	 	 	 	 	 	 	 	 	 	 
120002	1	 	1	0	1	 	31	34	 	1	 	 	 	 	 	 	 	 	1	98	99	1	3	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	21	2	2	5	1	1	4	5
120002	2	 	1	1	1	 	27	30	 	2	0	 	 	 	 	 	 	1	1	98	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	18	2	3	5	0	0	 	6
120002	3	 	7	0	1	 	9	12	 	1	 	 	 	 	 	 	5	2	0	2	1	 	 	 	1	 	 	7	1	 	1	 	 	 	2	3	 	100	3000	0	8	0	1	0	0	8	4	3	N	0	 	0	 	 	 	 	0	0	 	6
120003	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	8	1	 	0	 	 	 	1	1	5	25000	11000	1	9	0	1	0	0	8	4	2	N	 	 	 	 	 	 	 	 	 	 	 
120003	1	 	1	0	1	 	31	34	 	1	 	 	 	 	 	 	 	 	1	98	98	1	5	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	21	3	2	4	0	0	 	6
120003	2	 	1	1	1	 	29	32	 	2	0	 	 	 	 	 	 	1	1	98	98	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120003	3	 	7	0	1	 	9	12	 	2	 	 	 	 	 	 	8	2	0	2	1	 	 	 	1	 	 	6	1	 	1	 	 	 	2	1	 	8000	0	0	9	0	1	0	0	9	2	3	N	0	 	0	 	 	 	 	0	0	 	6
120004	0	 	0	 	1	 	11	14	 	2	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	9	1	 	0	 	 	 	2	3	4	150	1500	0	9	0	1	0	0	8	4	2	N	 	 	 	 	 	 	 	 	 	 	 
120004	1	 	1	0	1	 	41	44	 	1	 	 	 	 	 	 	 	 	1	98	98	1	6	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	21	3	0	 	0	0	 	6
120004	2	 	1	1	1	 	33	36	 	2	0	 	 	 	 	 	 	1	1	98	98	1	6	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	18	1	0	 	0	0	 	6
120004	3	 	7	0	1	 	14	17	 	1	 	 	 	 	 	 	8	2	0	2	1	 	 	 	1	 	 	10	1	 	1	 	 	 	2	1	 	60000	0	1	6	0	0	0	0	11	5	2	N	0	 	0	 	 	 	 	0	0	 	6
120005	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	3	2	 	 	 	1	 	 	9	1	 	0	 	 	 	2	3	3	150	1200	0	9	0	0	0	0	8	3	4	N	 	 	 	 	 	 	 	 	 	 	 
120005	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120005	2	 	1	0	1	 	36	39	 	1	 	 	 	 	 	 	 	 	1	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	0	1	4
120005	3	 	1	1	1	 	31	34	 	2	0	 	 	 	 	 	 	1	1	98	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120005	4	 	7	0	1	 	10	13	 	2	 	 	 	 	 	 	7	2	0	3	2	 	 	 	1	 	 	7	1	 	1	 	 	 	2	3	 	100	1200	0	8	0	0	0	0	8	3	5	N	0	 	0	 	 	 	 	0	0	 	6
120006	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	5	0	4	3	 	 	 	1	 	 	8	1	 	0	 	 	 	2	3	3	100	0	0	8	0	1	0	0	9	3	3	N	 	 	 	 	 	 	 	 	 	 	 
120006	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120006	2	 	6	0	1	 	49	52	 	2	 	 	 	 	 	 	 	 	3	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
120006	3	 	1	0	1	 	35	38	 	1	 	 	 	 	 	 	 	6	1	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120006	4	 	1	1	1	 	31	34	 	2	0	 	 	 	 	 	 	2	0	2	99	1	5	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120006	5	 	7	0	1	 	15	18	 	2	 	 	 	 	 	 	 	5	0	4	3	1	11	1	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
120006	6	 	7	0	1	 	10	13	 	2	 	 	 	 	 	 	5	5	0	4	3	 	 	 	1	 	 	7	1	 	1	 	 	 	3	3	 	100	0	0	9	0	1	0	0	9	2	3	N	0	 	0	 	 	 	 	0	0	 	6
120006	7	 	7	0	1	 	6	9	 	2	 	 	 	 	 	 	1	5	 	4	3	 	 	 	1	 	 	3	1	 	0	 	 	 	 	 	 	 	 	 	9	0	1	0	0	9	3	2	N	 	 	 	 	 	 	 	 	 	 	 
120007	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	5	0	4	98	 	 	 	1	 	 	9	1	 	0	 	 	 	2	3	2	150	0	0	9	0	1	0	0	10	1	3	N	 	 	 	 	 	 	 	 	 	 	 
120007	1	 	6	0	4	 	56	59	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120007	2	 	6	0	4	 	49	52	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120007	3	 	1	0	4	 	34	37	 	1	 	4	6	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120007	4	 	1	1	1	 	31	34	 	2	0	 	 	 	 	 	 	2	5	8	7	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	3	6	2	2	0	0	 	6
120007	5	 	13	0	4	 	27	30	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120007	6	 	13	0	4	 	26	29	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120007	7	 	17	0	1	 	52	55	 	1	 	 	 	 	 	 	 	 	1	99	98	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
120007	8	 	17	0	1	 	49	52	 	2	 	 	 	 	 	 	 	1	1	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
120007	9	 	13	0	4	 	25	28	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120007	10	 	13	0	4	 	23	26	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120007	11	 	19	0	4	 	77	80	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120008	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	4	3	 	 	 	1	 	 	9	1	 	0	 	 	 	2	1	5	30000	0	1	8	0	0	0	0	8	4	4	N	 	 	 	 	 	 	 	 	 	 	 
120008	1	 	6	0	1	 	56	59	 	1	 	 	 	 	 	 	 	3	1	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
120008	2	 	6	0	1	 	51	54	 	2	 	 	 	 	 	 	 	3	1	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
