CHILDCODE	MEMIDR5	MEMMOVR5	RELATER5	PRMCRER5	LIVHSER5	YRDIEDR5	AGER4	MEMAGER5	MEAGMTR5	MEMSEXR5	CHLBRNR5	RWHLIVR5	RSEECHR5	RCHLVER5	RLNLIVR5	THSVILR5	DOBHHMR5	RELHHR5	MRTLSTR5	MTHRHHR5	FTHRHHR5	STRT18R5	GRDE18R5	STLL18R5	HSSTRTR5	STRYRR5	STRMTHR5	GRADER5	STILLR5	WHYNOTR5	PANELSIB	AGEGRDR5	GRDRPR5	TYPLSTR5	PERFR5	TYPATDR5	WHSCHR5	FEESR5	EXTTUTR4	BRDSCHR5	SLEEPR5	CHCARER5	HHCHRER5	NPYWRKR5	PAYWRKR5	SCHOOLR5	STUDYR5	PLAYR5	MEMCNSR5	DISABR5	MEMAFCR5	MEMLNGR5	MLNHLR51	HTSFFR51	SEEKTRR5	WHSEEKR5	MEMSMKR5	MEMTOBR5	OFTSMKR5	OFTALCR5
120008	3	 	1	0	1	 	36	39	 	1	 	 	 	 	 	 	 	 	1	2	1	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120008	4	 	1	1	1	 	29	32	 	2	0	 	 	 	 	 	 	1	1	98	98	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	19	4	0	 	0	0	 	6
120008	5	 	7	0	1	 	9	12	 	2	 	 	 	 	 	 	8	2	0	4	3	 	 	 	1	 	 	5	1	 	1	 	 	 	2	1	 	7000	0	0	10	0	1	0	0	9	1	3	N	0	 	1	19	1	1	5	0	0	 	6
120009	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	3	2	 	 	 	1	 	 	7	1	 	0	 	 	 	2	1	5	20000	0	0	8	0	1	0	0	11	1	3	N	 	 	 	 	 	 	 	 	 	 	 
120009	1	 	6	0	1	 	61	64	 	2	 	 	 	 	 	 	 	3	3	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
120009	2	 	1	0	1	 	36	39	 	1	 	 	 	 	 	 	 	 	1	1	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120009	3	 	1	1	1	 	33	36	 	2	0	 	 	 	 	 	 	1	1	98	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120009	4	 	7	0	1	 	14	17	 	1	 	 	 	 	 	 	6	2	0	3	2	 	 	 	1	 	 	8	1	 	1	 	 	 	2	1	 	20000	0	0	9	0	1	0	0	11	1	2	N	0	 	0	 	 	 	 	0	0	 	6
120010	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	3	2	 	 	 	1	 	 	9	1	 	0	 	 	 	2	3	4	150	4000	0	6	0	1	0	0	7	7	3	N	 	 	 	 	 	 	 	 	 	 	 
120010	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120010	2	 	1	0	1	 	37	40	 	1	 	 	 	 	 	 	 	 	1	3	2	1	10	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	1	1	6
120010	3	 	1	1	1	 	32	35	 	2	0	 	 	 	 	 	 	1	1	98	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	18	4	1	1	0	0	 	6
120010	4	 	7	0	1	 	11	14	 	1	 	 	 	 	 	 	11	2	0	3	2	 	 	 	1	 	 	5	1	 	1	 	 	 	3	1	 	7500	1500	0	10	0	0	0	0	8	4	2	N	0	 	0	 	 	 	 	0	0	 	6
120011	0	3	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	6	4	 	 	 	1	 	 	9	1	 	0	 	 	 	2	1	5	16000	2000	0	8	0	1	0	0	10	3	2	N	 	 	 	 	 	 	 	 	 	 	 
120011	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120011	2	3	6	0	1	 	71	74	 	2	 	 	 	 	 	 	 	3	3	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
120011	3	0	13	0	4	 	49	52	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120011	4	3	1	0	1	 	42	45	 	1	 	 	 	 	 	 	 	 	1	2	99	1	17	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120011	5	0	13	0	4	 	41	44	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120011	6	3	1	1	1	 	36	39	 	2	0	 	 	 	 	 	 	1	1	98	98	1	8	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120011	7	0	14	0	4	 	28	31	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120011	8	0	14	0	4	 	25	28	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120011	9	 	14	0	4	 	23	26	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120012	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	6	4	 	 	 	1	 	 	7	1	 	0	 	 	 	3	3	1	0	1300	0	9	0	1	0	0	8	2	4	N	 	 	 	 	 	 	 	 	 	 	 
120012	1	 	6	0	4	 	81	84	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120012	2	 	6	0	4	 	76	79	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120012	3	 	13	0	4	 	41	44	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120012	4	 	1	0	1	 	39	42	 	1	 	 	 	 	 	 	 	 	1	98	98	1	3	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120012	5	 	13	0	4	 	37	40	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120012	6	 	1	1	1	 	35	38	 	2	0	 	 	 	 	 	 	1	1	98	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120012	28	 	7	0	1	 	14	17	 	1	 	 	 	 	 	 	3	2	0	6	4	 	 	 	1	 	 	11	1	 	1	 	 	 	1	3	 	90000	0	1	8	0	1	0	0	9	4	2	N	0	 	0	 	 	 	 	0	0	 	6
120012	29	 	7	0	4	 	13	16	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120013	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	3	2	 	 	 	1	 	 	7	1	 	0	 	 	 	1	3	5	100	1500	0	8	0	1	0	0	8	3	4	N	 	 	 	 	 	 	 	 	 	 	 
120013	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120013	2	 	1	0	1	 	40	43	 	1	 	 	 	 	 	 	 	 	1	99	99	1	0	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120013	3	 	1	1	1	 	36	39	 	2	0	 	 	 	 	 	 	1	1	98	98	1	7	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	18	5	1	5	0	0	 	6
120013	4	 	7	0	1	 	15	18	 	2	 	 	 	 	 	 	 	2	0	3	2	1	11	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120014	0	 	0	 	1	 	11	14	 	1	 	 	 	 	 	 	 	2	0	5	4	 	 	 	1	 	 	8	1	 	0	 	 	 	3	1	5	70000	0	1	9	0	0	0	0	8	4	3	N	 	 	 	 	 	 	 	 	 	 	 
120014	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120014	2	 	6	0	1	 	71	74	 	1	 	 	 	 	 	 	 	3	1	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
120014	3	 	6	0	1	 	61	64	 	2	 	 	 	 	 	 	 	3	1	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
120014	4	 	1	0	1	 	39	42	 	1	 	 	 	 	 	 	 	 	1	3	2	1	12	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120014	5	 	1	1	1	 	32	35	 	2	0	 	 	 	 	 	 	1	0	99	98	1	10	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120014	6	 	7	0	1	 	13	16	 	1	 	 	 	 	 	 	9	2	0	5	4	 	 	 	1	 	 	10	1	 	1	 	 	 	2	1	 	70000	0	1	8	0	0	0	0	8	4	4	N	0	 	0	 	 	 	 	0	0	 	6
120015	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	6	5	 	 	 	1	 	 	8	1	 	0	 	 	 	3	1	5	42000	0	0	10	0	1	0	0	9	2	2	N	 	 	 	 	 	 	 	 	 	 	 
120015	1	 	6	0	2	 	66	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120015	2	 	6	0	2	 	61	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120015	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120015	4	 	13	0	2	 	41	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120015	5	 	1	0	1	 	36	39	 	1	 	 	 	 	 	 	 	 	1	98	98	1	7	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	0	1	6
120015	6	 	1	1	1	 	31	34	 	2	0	 	 	 	 	 	 	1	1	98	98	1	10	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120015	7	 	14	0	2	 	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120015	8	 	7	0	1	 	10	13	 	1	 	 	 	 	 	 	5	2	0	6	5	 	 	 	1	 	 	5	1	 	1	 	 	 	3	1	 	22000	0	0	9	0	1	0	0	9	2	3	N	0	 	0	 	 	 	 	0	0	 	6
120015	9	 	14	0	2	 	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120016	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	2	1	 	 	 	0	 	 	 	0	21	0	 	 	 	 	 	 	 	 	 	8	0	2	0	9	0	0	5	N	 	 	 	 	 	 	 	 	 	 	 
120016	1	 	1	0	1	 	36	39	 	1	 	 	 	 	 	 	 	 	1	98	98	1	6	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	0	1	6
120016	2	 	1	1	1	 	31	34	 	2	0	 	 	 	 	 	 	1	1	98	98	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	7	4	2	3	0	0	 	6
120016	3	 	7	0	1	 	10	13	 	2	 	 	 	 	 	 	6	2	0	2	1	 	 	 	1	 	 	7	1	 	1	 	 	 	2	3	 	100	0	0	10	0	1	0	0	10	1	2	N	0	 	0	 	 	 	 	0	0	 	6
120017	0	 	0	 	1	 	11	14	 	1	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	7	1	 	0	 	 	 	2	3	3	0	0	0	8	0	3	0	0	8	1	4	N	 	 	 	 	 	 	 	 	 	 	 
120017	1	 	1	0	1	 	49	52	 	1	 	 	 	 	 	 	 	 	1	99	99	1	7	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	21	8	1	5	0	0	 	6
120017	2	 	1	1	1	 	41	44	 	2	0	 	 	 	 	 	 	1	1	98	99	1	5	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120017	3	 	7	0	1	 	20	23	 	1	 	 	 	 	 	 	 	2	0	2	1	1	12	0	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	0	1	5
120018	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	4	3	 	 	 	1	 	 	9	1	 	0	 	 	 	2	3	4	150	4000	0	8	0	1	0	0	7	5	3	N	 	 	 	 	 	 	 	 	 	 	 
120018	1	 	6	0	4	 	71	74	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120018	2	 	6	0	4	 	61	64	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120018	3	 	1	0	1	 	41	44	 	1	 	 	 	 	 	 	 	 	1	4	3	1	1	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	1	3	1	17	4	1	5	1	0	1	5
120018	4	 	1	1	1	 	36	39	 	2	0	 	 	 	 	 	 	1	1	4	3	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120018	5	 	13	0	4	 	31	34	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120018	6	 	13	0	4	 	29	32	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120018	7	 	7	0	4	 	17	20	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120019	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	10	0	21	0	14	10	3	 	 	 	 	 	 	8	0	2	0	8	0	0	6	N	 	 	 	 	 	 	 	 	 	 	 
120019	1	 	1	0	1	 	37	40	 	1	 	 	 	 	 	 	 	 	1	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	1	1	1
120019	2	 	1	1	1	 	31	34	 	2	0	 	 	 	 	 	 	1	1	98	98	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	1	1	1	18	4	2	2	0	0	 	6
120019	3	 	7	0	1	 	8	11	 	2	 	 	 	 	 	 	77	2	 	2	1	 	 	 	1	 	 	5	1	 	1	 	 	 	3	3	 	0	0	0	9	0	1	0	0	8	0	6	N	0	 	0	 	 	 	 	 	 	 	 
120019	4	 	7	0	1	 	5	8	 	2	 	 	 	 	 	 	77	2	 	2	1	 	 	 	1	 	 	2	1	 	0	 	 	 	 	 	 	 	 	 	9	0	0	0	0	8	0	7	N	 	 	 	 	 	 	 	 	 	 	 
120020	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	4	3	 	 	 	1	 	 	9	1	 	0	 	 	 	2	1	5	30000	0	1	7	0	0	0	0	9	4	4	N	 	 	 	 	 	 	 	 	 	 	 
120020	1	 	6	0	1	 	61	64	 	1	 	 	 	 	 	 	 	3	1	99	99	1	5	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
120020	2	 	6	0	1	 	54	57	 	2	 	 	 	 	 	 	 	3	1	98	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
120020	3	 	1	0	1	 	37	40	 	1	 	 	 	 	 	 	 	 	1	2	1	1	10	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120020	4	 	1	1	1	 	34	37	 	2	0	 	 	 	 	 	 	1	1	98	98	1	7	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	18	3	5	5	0	0	 	6
120020	5	 	7	0	1	 	10	13	 	2	 	 	 	 	 	 	6	2	0	4	3	 	 	 	1	 	 	7	1	 	1	 	 	 	2	1	 	25000	0	1	7	0	0	0	0	9	3	5	N	0	 	0	 	 	 	 	0	0	 	6
120020	6	 	13	0	4	 	13	16	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120021	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	3	2	 	 	 	1	 	 	8	1	 	0	 	 	 	4	2	10	0	0	0	8	0	4	0	0	7	1	4	N	 	 	 	 	 	 	 	 	 	 	 
120021	1	 	6	0	1	 	56	59	 	2	 	 	 	 	 	 	 	3	3	3	2	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
120021	2	 	1	0	1	 	39	42	 	1	 	 	 	 	 	 	 	 	1	1	99	1	9	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	17	3	2	5	0	0	 	4
120021	3	 	1	1	1	 	34	37	 	2	0	 	 	 	 	 	 	1	1	98	98	1	6	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	1	1	6
120021	4	 	13	0	4	 	32	35	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120021	5	 	7	0	1	 	14	17	 	1	 	 	 	 	 	 	8	2	0	3	2	 	 	 	1	 	 	10	1	 	1	 	 	 	2	1	 	25000	0	1	5	0	1	0	0	7	7	4	N	0	 	0	 	 	 	 	0	0	 	6
120022	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	99	1	 	 	 	1	 	 	9	1	 	0	 	 	 	2	1	5	30000	0	1	9	0	1	0	0	8	3	3	N	 	 	 	 	 	 	 	 	 	 	 
120022	1	 	1	0	1	 	43	46	 	1	 	 	 	 	 	 	 	 	1	98	98	1	6	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	22	3	2	5	0	0	 	6
120022	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120022	3	 	7	0	1	 	19	22	 	2	 	 	 	 	 	 	 	2	0	99	1	1	12	1	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
120022	4	 	2	1	1	 	32	35	 	2	 	 	 	 	 	 	 	1	1	98	98	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120023	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	4	3	 	 	 	1	 	 	6	1	 	0	 	 	 	3	1	5	8400	2000	0	8	0	0	1	0	8	3	4	N	 	 	 	 	 	 	 	 	 	 	 
120023	1	 	6	0	4	 	71	74	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120023	2	 	6	0	4	 	61	64	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120023	3	 	1	0	1	 	36	39	 	1	 	 	 	 	 	 	 	 	1	98	98	1	5	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	0	1	6
120023	4	 	1	1	1	 	31	34	 	2	0	 	 	 	 	 	 	1	1	99	98	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120023	5	 	7	0	1	 	10	13	 	2	 	 	 	 	 	 	7	2	0	4	3	 	 	 	1	 	 	6	1	 	1	 	 	 	2	3	 	150	1500	0	8	0	1	0	0	8	3	4	N	0	 	0	 	 	 	 	0	0	 	6
120024	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	9	1	 	0	 	 	 	2	1	5	25000	0	1	8	0	1	0	0	10	2	3	N	 	 	 	 	 	 	 	 	 	 	 
120024	1	 	1	0	1	 	41	44	 	1	 	 	 	 	 	 	 	 	1	98	99	1	15	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120024	2	 	1	1	1	 	37	40	 	2	0	 	 	 	 	 	 	1	1	98	98	1	9	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	18	6	2	5	0	0	 	6
120024	3	 	7	0	1	 	9	12	 	1	 	 	 	 	 	 	12	2	0	2	1	 	 	 	1	 	 	5	1	 	1	 	 	 	1	3	 	0	0	1	9	0	1	0	0	9	2	3	N	0	 	0	 	 	 	 	0	0	 	6
120024	4	 	6	0	4	 	65	68	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120025	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	3	2	 	 	 	1	 	 	8	1	 	0	 	 	 	2	3	5	0	0	1	7	1	1	5	0	8	1	1	N	 	 	 	 	 	 	 	 	 	 	 
120025	1	 	6	0	2	 	71	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120025	2	 	1	0	1	 	36	39	 	1	 	 	 	 	 	 	 	 	1	98	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	0	1	6
120025	3	 	1	1	1	 	31	34	 	2	0	 	 	 	 	 	 	1	1	98	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
120025	4	 	7	0	1	 	7	10	 	1	 	 	 	 	 	 	1	2	 	3	2	 	 	 	1	 	 	2	1	 	1	 	 	 	2	1	 	10000	0	1	9	0	1	1	0	10	1	2	N	0	 	0	 	 	 	 	 	 	 	 
