childid	rcfid	cocdmove	agemove	whymove
PE151045	3	8888	10	16
PE151045	4	1	 	 
PE151046	1	48	10	1
PE151046	2	0	15	1
PE151046	3	0	16	19
PE151046	4	8888	17	1
PE151046	5	8888	21	9
PE151046	6	8888	35	5
PE151046	7	1	 	 
PE151048	1	9999	4	1
PE151048	2	8888	12	1
PE151048	3	8888	39	12
PE151048	4	15	 	 
PE151049	1	11	12	2
PE151049	2	8888	15	1
PE151049	3	8888	16	4
PE151049	4	8888	18	1
PE151049	5	8888	19	13
PE151049	6	8888	21	7
PE151049	7	8888	22	1
PE151049	8	1	 	 
PE151050	1	1	4	1
PE151050	2	15	 	 
PE151051	1	1	7	8
PE151051	2	15	 	 
PE151052	1	1	22	1
PE151052	2	8888	30	1
PE151052	3	1	 	 
PE151062	1	10	18	13
PE151062	2	8888	25	12
PE151062	3	8888	28	8
PE151062	4	35	 	 
PE151064	1	9999	28	13
PE151064	2	8888	31	1
PE151064	3	8888	33	2
PE151064	4	35	 	 
PE151065	1	1	8	1
PE151065	2	8888	15	2
PE151065	3	19	 	 
PE151066	1	1	2	1
PE151066	2	8888	16	4
PE151066	3	8888	20	3
PE151066	4	8888	38	13
PE151066	5	1	 	 
PE151067	1	19	22	5
PE151067	2	23	 	 
PE151068	1	9999	4	5
PE151068	2	8888	8	6
PE151068	3	19	 	 
PE151069	1	56	21	1
PE151069	2	19	 	 
PE151070	1	41	1	1
PE151070	2	8888	4	1
PE151070	3	8888	13	1
PE151070	4	8888	25	13
PE151070	5	8888	25	15
PE151070	6	19	 	 
PE151072	1	9999	5	7
PE151072	2	8888	15	14
PE151072	3	8888	35	13
PE151072	4	19	 	 
PE151073	1	1	4	1
PE151073	2	8888	12	2
PE151073	3	8888	22	5
PE151073	4	8888	24	7
PE151073	5	1	 	 
PE151075	1	1	20	4
PE151075	2	8888	24	5
PE151075	3	19	 	 
PE151076	1	1	4	4
PE151076	2	0	16	5
PE151076	3	0	19	1
PE151076	4	8888	21	1
PE151076	5	0	22	1
PE151076	6	19	 	 
PE151077	1	33	18	1
PE151077	2	8888	19	1
PE151077	3	8888	19	1
PE151077	4	8888	25	3
PE151077	5	8888	27	1
PE151077	6	8888	27	15
PE151077	7	19	 	 
PE151078	1	1	7	15
PE151078	2	8888	12	12
PE151078	3	8888	19	2
PE151078	4	8888	27	13
PE151078	5	8888	32	14
PE151078	6	19	 	 
PE151079	1	11	8	1
PE151079	2	8888	17	5
PE151079	3	19	 	 
PE151080	1	1	6	8
PE151080	2	8888	27	2
PE151080	3	1	 	 
PE151081	1	1	23	8
PE151081	2	28	 	 
PE151082	1	9999	16	9
PE151082	2	27	 	 
PE151083	1	1	5	2
PE151083	2	8888	18	2
PE151083	3	8888	22	1
PE151083	4	28	 	 
PE151084	1	1	7	1
PE151084	2	27	 	 
PE151085	1	28	17	1
PE151085	2	8888	20	3
PE151085	3	8888	22	2
PE151085	4	1	 	 
PE151086	1	1	7	1
PE151086	2	28	 	 
PE151088	1	7	15	13
PE151088	2	27	 	 
PE151089	1	27	21	15
PE151089	2	1	 	 
PE151090	1	28	14	2
PE151090	2	8888	15	1
PE151090	3	8888	17	1
PE151090	4	8888	22	8
PE151090	5	8888	27	1
PE151090	6	1	 	 
PE151091	1	1	4	1
PE151091	2	28	 	 
PE151092	1	6	 	 
PE151092	2	8888	15	1
PE151092	3	8888	21	1
PE151092	4	28	 	 
PE151094	1	0	10	1
PE151094	2	27	 	 
PE151096	1	9999	15	13
PE151096	2	8888	28	14
PE151096	3	27	 	 
PE151098	1	10	16	1
PE151098	2	8888	22	5
PE151098	3	28	 	 
PE151099	1	36	15	13
PE151099	2	8888	17	1
PE151099	3	8888	19	1
PE151099	4	8888	20	15
PE151099	5	8888	21	13
PE151099	6	8888	21	1
PE151099	7	59	 	 
PE151100	1	28	8	3
PE151100	2	8888	13	1
PE151100	3	8888	18	1
PE151100	4	8888	20	1
PE151100	5	19	 	 
PE151101	1	1	9	1
PE151101	2	8888	22	9
PE151101	3	8888	28	5
PE151101	4	19	 	 
PE151102	1	1	2	1
PE151102	2	8888	4	1
PE151102	3	19	 	 
PE151106	1	19	14	13
PE151106	2	35	 	 
PE151109	1	17	5	8
PE151109	2	8888	13	2
PE151109	3	8888	23	5
PE151109	4	19	 	 
PE151110	1	19	37	1
PE151110	2	49	 	 
PE151112	1	19	12	1
PE151112	2	8888	33	1
PE151112	3	65	 	 
PE161001	1	1	1	1
PE161001	2	8888	8	4
PE161001	3	0	10	4
PE161001	4	1	 	 
PE161002	1	9999	24	13
PE161002	2	1	 	 
PE161005	1	88	17	13
PE161005	2	8888	33	1
PE161005	3	8888	35	1
PE161005	4	35	 	 
PE161006	1	119	19	13
PE161006	2	63	 	 
PE161008	1	9999	15	1
PE161008	2	8888	17	18
PE161008	3	8888	17	1
PE161008	4	8888	17	1
PE161008	5	8888	18	5
PE161008	6	8888	20	8
PE161008	7	1	 	 
PE161011	1	69	17	13
PE161011	2	56	 	 
PE161014	1	66	21	13
PE161014	2	70	 	 
PE161017	1	9999	16	1
PE161017	2	63	 	 
PE161018	1	34	25	2
PE161018	2	1	 	 
PE161019	1	9999	2	8
PE161019	2	8888	24	5
PE161019	3	36	 	 
PE161020	1	36	27	8
PE161020	2	8888	28	5
PE161020	3	1	 	 
PE161023	1	79	18	13
PE161023	2	8888	21	15
PE161023	3	112	 	 
PE161024	1	56	5	1
PE161024	2	8888	10	11
PE161024	3	104	 	 
PE161026	1	19	8	9
PE161026	2	88	 	 
PE161029	1	112	3	1
PE161029	2	8888	22	8
PE161029	3	88	 	 
PE161031	1	39	5	1
PE161031	2	8888	10	15
PE161031	3	8888	12	8
PE161031	4	8888	16	1
PE161031	5	8888	17	12
PE161031	6	8888	20	13
PE161031	7	15	 	 
PE161036	1	9999	3	12
PE161036	2	8888	30	4
PE161036	3	1	 	 
PE161037	1	19	18	13
PE161037	2	188	 	 
PE161041	1	12	22	13
PE161041	2	8888	25	20
PE161041	3	8888	32	13
PE161041	4	144	 	 
PE161042	1	32	8	12
PE161042	2	8888	21	17
PE161042	3	8888	13	1
PE161042	4	8888	18	1
PE161042	5	8888	22	8
PE161042	6	8888	26	13
PE161042	7	132	 	 
PE161043	1	19	28	15
PE161043	2	8888	29	1
PE161043	3	8888	29	3
PE161043	4	1	 	 
PE161044	1	9999	19	8
PE161044	2	8888	23	1
PE161044	3	1	 	 
PE161046	1	59	22	13
PE161046	2	36	 	 
PE161048	1	1	18	4
PE161048	2	95	 	 
PE161049	1	95	19	1
PE161049	2	41	 	 
PE161051	1	95	17	12
PE161051	2	160	 	 
PE161052	1	88	11	2
PE161052	2	8888	12	2
PE161052	3	8888	12	15
PE161052	4	8888	12	19
PE161052	5	8888	19	13
PE161052	6	160	 	 
PE161057	1	119	20	13
PE161057	2	8888	26	12
PE161057	3	160	 	 
PE161058	1	93	18	13
PE161058	2	95	 	 
PE161059	1	1	16	1
PE161059	2	8888	19	1
PE161059	3	0	20	13
PE161059	4	95	 	 
PE161062	1	95	16	13
PE161062	2	95	 	 
PE161064	1	30	6	1
PE161064	2	8888	40	8
PE161064	3	95	 	 
PE161065	1	95	19	10
PE161065	2	119	 	 
PE161066	1	119	28	2
PE161066	2	1	 	 
PE161070	1	65	19	1
PE161070	2	8888	20	1
PE161070	3	8888	24	13
PE161070	4	8888	25	8
PE161070	5	1	 	 
PE161080	1	1	2	12
PE161080	2	8888	16	1
PE161080	3	8888	17	15
PE161080	4	8888	20	13
PE161080	5	208	 	 
PE161081	1	34	20	13
PE161081	2	208	 	 
PE161082	1	31	21	2
PE161082	2	1	 	 
PE161083	1	129	20	13
PE161083	2	208	 	 
PE161085	1	34	4	1
PE161085	2	8888	19	13
PE161085	3	187	 	 
PE161086	1	102	30	13
PE161086	2	130	 	 
PE161089	1	9999	25	13
PE161089	2	198	 	 
PE161091	1	119	17	13
PE161091	2	186	 	 
PE161093	1	0	5	1
PE161093	2	8888	16	13
PE161093	3	186	 	 
PE161096	1	129	7	8
PE161096	2	8888	16	13
PE161096	3	198	 	 
PE161098	1	140	18	13
PE161098	2	132	 	 
PE161105	1	119	16	13
PE161105	2	132	 	 
PE171001	1	34	15	2
PE171001	2	8888	21	5
PE171001	3	1	 	 
PE171005	1	9999	3	8
PE171005	2	0	24	1
PE171005	3	0	34	1
PE171005	4	1	 	 
PE171008	1	1	2	11
PE171008	2	1	 	 
PE171011	1	68	10	15
PE171011	2	8888	13	1
PE171011	3	0	16	12
PE171011	4	1	 	 
PE171014	1	83	20	13
PE171014	2	1	 	 
PE171015	1	62	12	1
PE171015	2	0	15	15
PE171015	3	1	 	 
PE171017	1	1	33	1
PE171017	2	1	 	 
PE171018	1	49	20	8
PE171018	2	8888	23	9
PE171018	3	1	 	 
PE171020	1	64	17	15
PE171020	2	8888	17	2
PE171020	3	8888	23	7
PE171020	4	8888	34	4
PE171020	5	1	 	 
PE171025	1	64	16	1
PE171025	2	8888	20	15
PE171025	3	64	 	 
PE171026	1	1	25	1
PE171026	2	64	 	 
PE171027	1	9999	16	13
PE171027	2	85	 	 
PE171030	1	64	27	14
PE171030	2	1	 	 
PE171034	1	63	24	13
PE171034	2	1	 	 
PE171036	1	30	2	10
PE171036	2	8888	10	1
PE171036	3	8888	17	13
PE171036	4	71	 	 
PE171037	1	9999	6	8
PE171037	2	8888	19	18
PE171037	3	8888	22	7
PE171037	4	1	 	 
PE171039	1	1	21	1
PE171039	2	63	 	 
PE171040	1	1	2	1
PE171040	2	8888	17	1
PE171040	3	8888	17	2
PE171040	4	1	 	 
PE171042	1	9999	18	13
PE171042	2	8888	24	8
PE171042	3	76	 	 
PE171050	1	1	5	7
PE171050	2	0	9	3
PE171050	3	1	 	 
PE171051	1	4	18	1
PE171051	2	8888	18	1
PE171051	3	8888	24	13
PE171051	4	8888	31	1
PE171051	5	8888	32	1
PE171051	6	1	 	 
PE171057	1	1	3	2
PE171057	2	8888	10	15
PE171057	3	8888	14	2
PE171057	4	8888	18	2
PE171057	5	8888	20	13
PE171057	6	8888	20	13
PE171057	7	8888	22	1
PE171057	8	8888	24	14
PE171057	9	1	 	 
PE171063	1	5	23	1
PE171063	2	1	 	 
PE171067	1	5	13	1
PE171067	2	0	26	13
PE171067	3	1	 	 
PE171069	1	9999	21	13
PE171069	2	5	 	 
PE171073	1	7	22	13
PE171073	2	4	 	 
PE171077	1	5	15	13
PE171077	2	1	 	 
PE171081	1	59	9	2
PE171081	2	8888	17	2
PE171081	3	8888	20	1
PE171081	4	8888	21	1
PE171081	5	8888	21	1
PE171081	6	1	 	 
PE171082	1	65	19	1
PE171082	2	8888	21	15
PE171082	3	8888	22	5
PE171082	4	59	 	 
PE171085	1	78	19	2
PE171085	2	59	 	 
PE171086	1	59	17	9
PE171086	2	8888	21	1
PE171086	3	8888	25	2
PE171086	4	1	 	 
PE171089	1	1	19	13
PE171089	2	61	 	 
PE171091	1	6	19	13
PE171091	2	61	 	 
PE171092	1	1	20	13
PE171092	2	8888	24	1
PE171092	3	61	 	 
PE171093	1	65	12	2
PE171093	2	0	23	13
PE171093	3	8888	28	1
PE171093	4	8888	30	2
PE171093	5	8888	34	1
PE171093	6	8888	34	5
PE171093	7	1	 	 
PE171101	1	78	15	9
PE171101	2	0	21	1
PE171101	3	60	 	 
PE171102	1	8	13	2
PE171102	2	60	 	 
PE171104	1	1	0	4
PE171104	2	8888	18	1
PE171104	3	8888	20	13
PE171104	4	59	 	 
PE171106	1	61	7	2
PE171106	2	8888	13	1
PE171106	3	8888	20	12
PE171106	4	8888	30	2
PE171106	5	1	 	 
PE181001	1	16	12	8
PE181001	2	8888	17	2
PE181001	3	8888	19	1
PE181001	4	15	 	 
PE181007	1	27	18	13
PE181007	2	16	 	 
PE181025	1	23	14	13
PE181025	2	8888	15	12
PE181025	3	8888	44	2
PE181025	4	13	 	 
PE181030	1	9	18	13
PE181030	2	16	 	 
PE181032	1	9	19	13
PE181032	2	16	 	 
PE181037	1	9999	18	13
PE181037	2	16	 	 
PE181042	1	16	19	5
PE181042	2	23	 	 
PE181043	1	17	20	13
PE181043	2	23	 	 
PE181049	1	9	18	13
PE181049	2	16	 	 
PE181059	1	16	14	1
PE181059	2	8888	15	15
PE181059	3	8888	21	5
PE181059	4	11	 	 
PE181063	1	16	25	2
PE181063	2	1	 	 
PE181064	1	13	12	12
PE181064	2	8888	20	1
PE181064	3	8888	44	7
PE181064	4	8888	46	6
PE181064	5	42	 	 
PE181065	1	8	2	15
PE181065	2	0	5	1
PE181065	3	8888	7	12
PE181065	4	11	 	 
PE181070	1	16	19	1
PE181070	2	8888	20	1
PE181070	3	1	 	 
PE181071	1	1	30	13
PE181071	2	13	 	 
PE181072	1	9	23	13
PE181072	2	11	 	 
PE181073	1	17	18	13
PE181073	2	27	 	 
PE181075	1	11	17	1
PE181075	2	0	19	1
PE181075	3	8888	26	1
PE181075	4	16	 	 
PE181081	1	11	19	13
PE181081	2	8888	21	7
PE181081	3	8888	22	13
PE181081	4	27	 	 
PE181082	1	17	15	13
PE181082	2	9	 	 
PE181084	1	9	19	13
PE181084	2	17	 	 
PE181089	1	16	15	13
PE181089	2	27	 	 
PE181091	1	16	17	13
PE181091	2	27	 	 
PE181092	1	17	12	10
PE181092	2	8888	17	13
PE181092	3	9	 	 
PE181094	1	16	16	5
PE181094	2	23	 	 
PE181096	1	37	17	5
PE181096	2	9	 	 
PE181097	1	11	18	1
PE181097	2	8888	19	5
PE181097	3	9	 	 
PE181102	1	11	0	11
PE181102	2	8888	20	14
PE181102	3	9	 	 
PE181103	1	16	17	13
PE181103	2	8888	21	4
PE181103	3	9	 	 
PE191001	1	1	0	1
PE191001	2	0	0	1
PE191001	3	0	0	1
PE191001	4	0	0	1
PE191001	5	0	0	1
PE191001	6	0	6	1
PE191001	7	8888	9	1
PE191001	8	8888	27	13
PE191001	9	8888	27	7
PE191001	10	8888	30	1
PE191001	11	1	 	 
PE191002	1	9999	9	9
PE191002	2	0	10	1
PE191002	3	8888	12	1
PE191002	4	8888	15	1
PE191002	5	8888	31	8
PE191002	6	1	 	 
PE191003	1	1	18	12
PE191003	2	1	 	 
PE191004	1	9999	16	1
PE191004	2	8888	19	1
PE191004	3	1	 	 
PE191007	1	25	8	1
PE191007	2	0	8	1
PE191007	3	8888	16	9
PE191007	4	8888	30	12
PE191007	5	8888	35	1
PE191007	6	1	 	 
PE191008	1	9999	19	13
PE191008	2	1	 	 
PE191010	1	1	15	4
PE191010	2	8888	17	13
PE191010	3	8888	19	1
PE191010	4	1	 	 
PE191014	1	9999	7	1
PE191014	2	1	 	 
PE191015	1	1	17	13
PE191015	2	8888	20	7
PE191015	3	8888	21	13
PE191015	4	1	 	 
PE191017	1	16	10	1
PE191017	2	8888	19	13
PE191017	3	1	 	 
PE191020	1	1	25	1
PE191020	2	8888	27	1
PE191020	3	1	 	 
PE191022	1	1	5	1
PE191022	2	1	 	 
PE191023	1	11	17	2
PE191023	2	8888	25	13
PE191023	3	1	 	 
PE191025	1	1	26	13
PE191025	2	1	 	 
PE191026	1	1	11	1
PE191026	2	8888	20	2
PE191026	3	8888	23	13
PE191026	4	1	 	 
PE191027	1	1	14	2
PE191027	2	8888	16	2
PE191027	3	8888	21	13
PE191027	4	1	 	 
PE191028	1	1	9	1
PE191028	2	8888	23	1
PE191028	3	1	 	 
PE191029	1	1	5	5
PE191029	2	8888	8	8
PE191029	3	8888	22	1
PE191029	4	8888	 	 
PE191032	1	1	0	1
PE191032	2	8888	0	15
PE191032	3	8888	12	2
PE191032	4	8888	16	2
PE191032	5	8888	17	10
PE191032	6	8888	19	13
PE191032	7	1	 	 
PE191034	1	1	5	1
PE191034	2	8888	13	1
PE191034	3	8888	16	8
PE191034	4	8888	21	2
PE191034	5	1	 	 
PE191035	1	1	14	12
PE191035	2	1	 	 
PE191036	1	1	2	1
PE191036	2	8888	11	1
PE191036	3	0	13	1
PE191036	4	8888	23	1
PE191036	5	8888	24	1
PE191036	6	8888	30	1
PE191036	7	8888	26	1
PE191036	8	1	 	 
PE191037	1	62	12	1
PE191037	2	8888	18	13
PE191037	3	1	 	 
PE191038	1	1	23	2
PE191038	2	8888	27	1
PE191038	3	8888	31	1
PE191038	4	1	 	 
PE191039	1	1	7	12
PE191039	2	0	9	9
PE191039	3	8888	23	13
PE191039	4	1	 	 
PE191041	1	1	4	1
PE191041	2	8888	5	1
PE191041	3	8888	8	1
PE191041	4	8888	17	1
PE191041	5	8888	19	2
PE191041	6	8888	20	2
PE191041	7	1	 	 
PE191043	1	1	1	1
PE191043	2	8888	6	12
PE191043	3	1	 	 
PE191045	1	1	19	2
PE191045	2	8888	23	1
PE191045	3	0	24	1
PE191045	4	8888	27	1
PE191045	5	8888	30	1
PE191045	6	1	 	 
PE191048	1	1	19	13
PE191048	2	2	 	 
PE191050	1	1	15	15
PE191050	2	2	 	 
PE191051	1	1	18	13
PE191051	2	1	 	 
PE191053	1	13	7	15
PE191053	2	8888	11	2
PE191053	3	8888	19	15
PE191053	4	8888	23	13
PE191053	5	2	 	 
PE191054	1	1	1	1
PE191054	2	8888	15	1
PE191054	3	8888	18	13
PE191054	4	2	 	 
PE191056	1	2	14	10
PE191056	2	8888	18	 
PE191056	3	8888	22	12
PE191056	4	8888	23	18
PE191056	5	8888	23	1
PE191056	6	8888	24	5
PE191056	7	1	 	 
PE191057	1	1	17	2
PE191057	2	8888	21	13
PE191057	3	1	 	 
PE191058	1	1	11	5
PE191058	2	8888	23	13
PE191058	3	1	 	 
PE191059	1	9999	7	1
PE191059	2	8888	17	13
PE191059	3	8888	18	6
PE191059	4	8888	21	1
PE191059	5	8888	22	4
PE191059	6	27	 	 
PE191061	1	1	13	1
PE191061	2	8888	14	1
PE191061	3	8888	15	1
PE191061	4	3	 	 
PE191062	1	1	12	1
PE191062	2	0	15	1
PE191062	3	8888	22	13
PE191062	4	8888	26	2
PE191062	5	3	 	 
PE191063	1	43	1	4
PE191063	2	8888	27	1
PE191063	3	8888	31	2
PE191063	4	8888	34	4
PE191063	5	8888	36	4
PE191063	6	1	 	 
PE191064	1	9999	12	1
PE191064	2	3	 	 
PE191065	1	1	3	4
PE191065	2	3	 	 
PE191066	1	1	2	1
PE191066	2	8888	4	1
PE191066	3	8888	23	13
PE191066	4	3	 	 
PE191068	1	37	1	1
PE191068	2	8888	20	14
PE191068	3	1	 	 
PE191069	1	37	3	8
PE191069	2	8888	8	2
PE191069	3	8888	16	9
PE191069	4	8888	22	4
PE191069	5	1	 	 
PE191070	1	2	16	18
PE191070	2	8888	21	13
PE191070	3	1	 	 
PE191071	1	1	1	13
PE191071	2	8888	4	5
PE191071	3	8888	16	1
PE191071	4	8888	19	8
PE191071	5	8888	21	6
PE191071	6	1	 	 
PE191074	1	16	8	4
PE191074	2	8888	10	2
PE191074	3	8888	14	2
PE191074	4	1	 	 
PE191075	1	1	12	15
PE191075	2	0	14	1
PE191075	3	8888	16	1
PE191075	4	12	 	 
PE191076	1	1	27	13
PE191076	2	12	 	 
PE191077	1	22	10	1
PE191077	2	16	 	 
PE191078	1	1	5	 
PE191078	2	8888	11	1
PE191078	3	8888	16	1
PE191078	4	8888	19	13
PE191078	5	15	 	 
PE191079	1	1	16	1
PE191079	2	8888	17	13
PE191079	3	17	 	 
PE191080	1	1	5	8
PE191080	2	8888	21	1
PE191080	3	8888	26	2
PE191080	4	1	 	 
PE191081	1	9999	7	1
PE191081	2	8888	21	1
PE191081	3	8	 	 
PE191082	1	18	7	2
PE191082	2	1	 	 
PE191083	1	3	23	13
PE191083	2	8888	32	5
PE191083	3	1	 	 
PE191088	1	3	37	5
PE191088	2	1	 	 
PE191090	1	1	18	2
PE191090	2	1	 	 
PE191092	1	1	3	1
PE191092	2	8888	23	1
PE191092	3	1	 	 
PE191093	1	1	4	1
PE191093	2	8888	9	7
PE191093	3	8888	14	15
PE191093	4	8888	16	1
PE191093	5	8888	24	4
PE191093	6	1	 	 
PE191094	1	1	17	13
PE191094	2	1	 	 
PE191096	1	1	0	15
PE191096	2	1	 	 
PE191097	1	67	24	13
PE191097	2	8888	37	1
PE191097	3	1	 	 
PE191100	1	0	10	1
PE191100	2	8888	22	1
PE191100	3	8888	24	12
PE191100	4	1	 	 
PE191103	1	2	7	1
PE191103	2	8888	19	1
PE191103	3	8888	21	1
PE191103	4	8888	25	14
PE191103	5	1	 	 
PE191104	1	1	10	2
PE191104	2	8888	29	1
PE191104	3	1	 	 
PE201001	1	1	11	2
PE201001	2	8888	23	1
PE201001	3	8888	24	13
PE201001	4	1	 	 
PE201002	1	25	7	2
PE201002	2	0	19	15
PE201002	3	8888	21	2
PE201002	4	8888	24	1
PE201002	5	8888	27	13
PE201002	6	8888	35	4
PE201002	7	1	 	 
PE201003	1	1	19	1
PE201003	2	8888	20	13
PE201003	3	1	 	 
PE201004	1	60	15	5
PE201004	2	1	 	 
PE201005	1	33	25	13
PE201005	2	8888	41	5
PE201005	3	1	 	 
PE201006	1	8888	8	15
PE201006	2	8888	21	13
PE201006	3	8888	23	19
PE201006	4	8888	23	19
PE201006	5	1	 	 
PE201008	1	9999	19	1
PE201008	2	1	 	 
PE201010	1	20	25	13
PE201010	2	1	 	 
PE201012	1	90	19	13
PE201012	2	1	 	 
PE201013	1	9999	17	1
PE201013	2	8888	18	3
PE201013	3	8888	20	13
PE201013	4	8888	21	4
PE201013	5	8888	23	4
PE201013	6	8888	25	13
PE201013	7	1	 	 
PE201014	1	1	22	5
PE201014	2	1	 	 
PE201016	1	0	24	1
PE201016	2	1	 	 
PE201017	1	1	26	5
PE201017	2	1	 	 
PE201018	1	59	13	1
PE201018	2	0	13	1
PE201018	3	8888	23	1
PE201018	4	8888	25	1
PE201018	5	0	26	1
PE201018	6	8888	28	1
PE201018	7	66	 	 
PE201020	1	9999	6	1
PE201020	2	8888	10	1
PE201020	3	8888	16	3
PE201020	4	1	 	 
PE201021	1	9999	12	4
PE201021	2	8888	17	6
PE201021	3	8888	24	4
PE201021	4	8888	25	6
PE201021	5	1	 	 
PE201022	1	22	13	2
PE201022	2	8888	17	13
PE201022	3	8888	22	8
PE201022	4	1	 	 
PE201023	1	1	26	2
PE201023	2	1	 	 
PE201025	1	26	13	1
PE201025	2	8888	16	15
PE201025	3	1	 	 
PE201026	1	6	24	1
PE201026	2	1	 	 
PE201028	1	1	2	1
PE201028	2	1	 	 
PE201029	1	42	9	1
PE201029	2	8888	18	13
PE201029	3	8888	19	13
PE201029	4	1	 	 
PE201030	1	69	19	13
PE201030	2	8888	22	1
PE201030	3	1	 	 
PE201032	1	1	10	1
PE201032	2	8888	11	3
PE201032	3	8888	12	1
PE201032	4	8888	13	1
PE201032	5	8888	15	1
PE201032	6	8888	17	13
PE201032	7	8888	8	3
PE201032	8	8888	24	1
PE201032	9	8888	25	3
PE201032	10	8888	27	8
PE201032	11	8888	28	1
PE201032	12	1	 	 
PE201033	1	1	13	2
PE201033	2	8888	18	13
PE201033	3	1	 	 
PE201034	1	1	10	1
PE201034	2	1	 	 
PE201036	1	1	14	2
PE201036	2	8888	16	12
PE201036	3	0	18	2
PE201036	4	8888	19	4
PE201036	5	8888	21	1
PE201036	6	8888	22	1
PE201036	7	8888	24	6
PE201036	8	8888	24	8
PE201036	9	8888	27	8
PE201036	10	1	 	 
PE201038	1	4	2	4
PE201038	2	8888	14	2
PE201038	3	8888	17	6
PE201038	4	8888	19	13
PE201038	5	8888	32	14
PE201038	6	1	 	 
PE201043	1	46	8	2
PE201043	2	8888	14	2
PE201043	3	1	 	 
PE201044	1	1	6	1
PE201044	2	8888	14	1
PE201044	3	1	 	 
PE201045	1	19	33	1
PE201045	2	1	 	 
PE201048	1	1	11	2
PE201048	2	8888	22	1
PE201048	3	8888	30	1
PE201048	4	1	 	 
PE201049	1	1	11	1
PE201049	2	0	15	1
PE201049	3	0	15	1
PE201049	4	0	16	1
PE201049	5	8888	18	1
PE201049	6	8888	20	1
PE201049	7	8888	36	4
PE201049	8	8888	37	4
PE201049	9	8888	39	1
PE201049	10	0	41	1
PE201049	11	1	 	 
PE201050	1	1	26	2
PE201050	2	1	 	 
PE201051	1	0	2	10
PE201051	2	8888	6	1
PE201051	3	8888	12	10
PE201051	4	1	 	 
PE201054	1	1	19	1
PE201054	2	8888	29	13
PE201054	3	1	 	 
PE201055	1	83	25	1
PE201055	2	8888	38	6
PE201055	3	1	 	 
PE201056	1	1	4	1
PE201056	2	1	 	 
PE201057	1	39	4	2
PE201057	2	8888	15	1
PE201057	3	8888	32	3
PE201057	4	1	 	 
PE201058	1	1	12	15
PE201058	2	8888	19	13
PE201058	3	1	 	 
PE201059	1	9999	13	1
PE201059	2	8888	19	6
PE201059	3	8888	36	8
PE201059	4	1	 	 
PE201061	1	1	21	13
PE201061	2	8888	23	1
PE201061	3	1	 	 
PE201062	1	9999	15	1
PE201062	2	8888	17	6
PE201062	3	8888	19	15
PE201062	4	8888	24	1
PE201062	5	8888	25	6
PE201062	6	1	 	 
PE201063	1	6	22	1
PE201063	2	8888	23	1
PE201063	3	8888	25	1
PE201063	4	8888	28	6
PE201063	5	8888	30	1
PE201063	6	2	 	 
PE201064	1	12	30	2
PE201064	2	1	 	 
PE201065	1	1	19	2
PE201065	2	8888	25	5
PE201065	3	1	 	 
PE201066	1	17	6	1
PE201066	2	8888	8	1
PE201066	3	8888	20	1
PE201066	4	8888	22	8
PE201066	5	1	 	 
PE201067	1	58	20	1
PE201067	2	1	 	 
PE201068	1	29	30	1
PE201068	2	1	 	 
PE201069	1	1	11	2
PE201069	2	8888	14	5
PE201069	3	8888	21	13
PE201069	4	1	 	 
PE201070	1	1	11	1
PE201070	2	1	 	 
PE201071	1	1	13	2
PE201071	2	8888	25	6
PE201071	3	8888	26	1
PE201071	4	8888	26	8
PE201071	5	1	 	 
PE201072	1	97	14	1
PE201072	2	8888	17	1
PE201072	3	8888	17	1
PE201072	4	8888	18	1
PE201072	5	8888	28	12
PE201072	6	8888	29	6
PE201072	7	8888	31	6
PE201072	8	1	 	 
PE201073	1	1	24	1
PE201073	2	0	26	2
PE201073	3	8888	27	8
PE201073	4	8888	29	6
PE201073	5	1	 	 
PE201074	1	9999	19	13
PE201074	2	8888	34	8
PE201074	3	1	 	 
PE201075	1	17	0	1
PE201075	2	8888	7	2
PE201075	3	1	 	 
PE201076	1	1	7	10
PE201076	2	8888	24	13
PE201076	3	1	 	 
PE201077	1	86	19	15
PE201077	2	8888	20	1
PE201077	3	1	 	 
PE201078	1	1	13	1
PE201078	2	0	20	1
PE201078	3	1	 	 
PE201079	1	28	16	13
PE201079	2	0	18	3
PE201079	3	8888	22	4
PE201079	4	0	27	14
PE201079	5	8888	28	4
PE201079	6	0	30	4
PE201079	7	1	 	 
PE201080	1	1	18	13
PE201080	2	8888	20	1
PE201080	3	8888	22	1
PE201080	4	1	 	 
PE201082	1	43	17	13
PE201082	2	8888	24	2
PE201082	3	8888	29	1
PE201082	4	1	 	 
PE201083	1	1	4	3
PE201083	2	8888	11	2
PE201083	3	8888	15	2
PE201083	4	8888	17	15
PE201083	5	8888	24	1
PE201083	6	8888	24	1
PE201083	7	1	 	 
PE201085	1	1	6	2
PE201085	2	1	 	 
PE201086	1	20	11	2
PE201086	2	8888	25	13
PE201086	3	1	 	 
PE201087	1	1	19	13
PE201087	2	8888	21	1
PE201087	3	8888	23	1
PE201087	4	8888	24	1
PE201087	5	51	 	 
PE201088	1	83	12	1
PE201088	2	8888	13	5
PE201088	3	8888	14	2
PE201088	4	8888	18	2
PE201088	5	1	 	 
PE201090	1	1	17	1
PE201090	2	8888	20	13
PE201090	3	8888	21	1
PE201090	4	8888	24	5
PE201090	5	1	 	 
PE201093	1	13	22	13
PE201093	2	8888	42	2
PE201093	3	1	 	 
PE201094	1	58	14	1
