CHILDCODE	DNFDIDR4	DONNMER4	DONTYPR4	DONRCVR4	DONAMTR4	DONMSRR4	DONPRCR4	PRCMSRR4
191078	2	PAN CON MERMELADA, QUESO, MANTEQUILLA, ETC.	10	100	1	7	0,5	7
191078	3	GALLETAS	9	45	1	5	0,5	5
191084	1	ARROZ CHAUFA , SALTADO DE ATUN , FREJOLES	10	70	1	9	3	9
191085	1	AVENA O MAIZENA CON LECHE	10	160	2	8	1	8
191085	2	PAN CON MERMELADA, QUESO, ECT.	10	120	2	7	0,5	7
191085	3	GALLETAS	9	40	1	5	0,5	5
191086	1	CHOCOLATE CON LECHE	10	-77	1	7	1	7
191086	2	PAN CON MERMELADA, QUESO, ETC.,	10	-77	1	7	0,5	7
191087	1	LECHE CON AVENA , SOYA , QUINUA	10	100	1	8	1	8
191087	2	PAN CON JAMONADA , MANTEQUILLA	10	100	1	7	1,5	7
191091	1	AVENA CON L ECHE ,  QUINUA , SOYA ETC.	10	120	1	8	1	8
191091	2	PAN CON MERMELADA  MANTEQUILLA , ACEITUNA,  ETC	10	120	1	7	1	7
191092	1	AVENA CON LECHE	10	56	1	7	1,5	7
191092	2	PAN CON MERMELADA	10	56	1	7	1,2	7
191093	1	CHUÑO	15	1	11,5	2	1,7	2
191093	2	PAPA	15	1	11,5	2	6,5	2
191093	3	AVENA CON LECHE	10	200	1	8	1	8
191093	4	PAN CON MERMELADA, HUEVO, ETC	10	200	1	7	1	7
191093	5	CHARQUI	15	1	2	2	20	2
191094	1	ARROZ	8	1	40	2	1,5	2
191094	2	FREJOL	6	1	7	2	35	2
191094	3	CEBOLLA	15	1	15	2	6	2
191094	4	CHOCLO	15	1	25	2	1	2
191096	1	AVENA CON LECHE	10	90	1	8	1	8
191096	2	PAN CON QUESO, MERMELADA, ACEITUNA, ETC.	10	90	2	7	0,5	7
191097	1	AVENA CON LECHE	10	100	1	8	1	8
191097	2	PAN  CON QUESO  O MERMELADA,  ETC	10	70	2	7	1	7
191097	3	GALLETAS	9	30	1	5	0,5	5
191098	1	AVENA CON LECHE	10	100	2	8	1	8
191098	2	PAN CON MERMELADA, MANTEQUILLA, QUESO ETC.	10	200	2	7	0,8	7
191098	3	SEMOLA CON LEHCE	10	100	1	9	1	9
191100	1	AVENA CON LECHE	10	45	1	8	1	8
191100	2	PAN CON MANTEQUILLA, QUESO	10	45	1	5	1	7
191101	1	CEBOLLA	15	1	50	2	1,2	2
191101	2	SACO  DE  ARROZ	8	1	50	2	2	2
191101	3	FREJOL   CANARIO	6	1	20	2	5	2
191103	1	CEREALES- AVENA, QUINUA,	8	12	1	2	5	2
201001	1	QUAKER CON LECHE	10	200	1	8	1	8
201001	2	PAN CON HUEVO, PAN CON MANTEQUILLA	10	200	1	7	1	7
201002	1	LECHE	1	192	1	8	1,5	8
201002	2	PAN CON JAMONADA	10	192	2	7	1	7
201003	1	QUAQUER, QUINUA, ETC, CON LECHE	10	190	2	8	1	8
201003	2	PAN CON MERMELADA, MANTEQUILLA, QUESO ETC.	10	190	2	7	0,5	7
201003	3	ALIMENTO PREPARADO, LENTEJAS CON ARROZ, ENSALADA DE FRUTAS, ETC.	10	110	2	9	2	9
201004	1	PONCHE DE HABAS	10	60	1	8	1	8
201004	2	PAN CON QUESO, MANTEQUILLA , MERMELADA ETC	10	60	1	7	1	7
201004	3	GUISO DE HABAS CON ATUN, ETC	10	180	2	9	2	9
201005	1	ARROZ	8	3	3	2	1	2
201005	2	ACEITE	5	3	0,25	1	2	1
201005	3	CONSERVA DE ATUN	7	2	2	6	1	6
201006	1	DESAYUNO  EN  LA ESCUELA  DE ESTEFANY   -  LECHE  CON  KUAKER  ,	10	100	1	8	2	8
201006	2	PAN CON MERMELADA, QUESO,ETC.	10	100	1	7	1	7
201008	1	LECHE DE SOYA	10	100	1	8	1	8
201008	2	SANGUCHE	10	100	1	7	0,5	7
201011	1	LECHE	1	48	6	6	3	6
201011	2	AVENA	3	48	1	4	3	4
201011	3	LECHE PREPREPARADAS	2	48	1	5	1,5	5
201011	4	SANGUCHE	10	48	1	7	1	7
201012	1	AVENA PREPARADA	10	60	2	8	2	8
201012	2	SANDWICH DE QUESO (PAN CON QUESO)	10	60	2	7	2	7
201014	1	ALIMENTOS PREPARADOS	10	100	1	5	1	5
201014	2	SAMGUCHE	10	100	1	7	2	7
201015	1	ALIMENTOS PREPARADOS (ARROZ CON ATUN / CHARQUI / MENESTRA / ETC)	10	60	1	9	2	9
201016	1	PAPA	15	5	30	2	1,5	2
201016	2	QUINUA	8	1	10	2	8	2
201016	3	CARNE	15	1	20	2	12	2
201018	1	ALIMENTOS PREPARADOS (ALMUERZO ESCOLAR)	10	180	1	9	6	9
201018	2	AVENA PREPARADA CON LECHE	10	180	1	8	1	8
201018	3	PAN	9	180	1	7	0,3	7
201020	1	AVENA PREPARADA	10	200	1	8	1	8
201020	2	PAN CON QUESO, ETC, SANGUCH	10	200	1	7	1	7
201022	1	AVENA PREPARADA	10	160	1	8	1	8
201022	2	PAN CON QUESO Y OTROS	10	160	1	7	1	7
201023	1	ZANAHORIA	15	1	11,5	2	1,3	2
201023	2	CEBOLLA	15	1	22	2	1,6	2
201024	1	LECHE EN BOLSA	1	4	12	4	1,5	4
201024	2	HOJUELAS DE AVENA	3	4	12	4	1,5	4
201025	1	AVENA PREPARADA	10	160	1	8	1	8
201025	2	PAN	9	160	1	7	0,3	7
201027	1	COMIDA	10	160	1	5	3	5
201027	2	AVENA CON LECHE	10	160	1	8	2	8
201027	3	PAN	9	160	1	7	3	7
201027	4	PAN DE PAPA	9	80	1	7	0,2	7
201029	1	LECHE	1	80	1	8	1,5	8
201029	2	EMPAREDADO DE MERMELADA	10	80	2	7	0,8	7
201030	1	CHOCOLATADA	2	20	2	5	1	5
201030	2	SANGUCHE, PAN CON ALGUN RELLENO	10	20	2	7	0,5	7
201033	1	QUAQUER, QUINUA ETC, CON LECHE	10	60	1	8	1	8
201033	2	PAN CON MERMELADA, SALCHICHA, MANTEQUILLA ETC	10	60	1	7	1	7
201033	3	ARROZ CON ATUN	10	95	1	9	3	9
201039	1	ALIMENTOS PREPARADOS (JUGO DE FRUTA - PAN CON MERMELADA)	10	60	1	9	2	9
201043	1	PAN	9	240	1	7	0,3	7
201043	2	AVENA PREPARADA	10	240	1	8	1	8
201044	1	LEHE CON QIINUA , SOYA	10	100	1	8	1	8
201044	2	PAN CON QUESO , MANTEQUILLA	10	100	1	7	0,5	7
201053	1	LECHE CON AVENA , QUINUA ,CHOCOLATE	10	90	1	8	1	8
201053	2	PAN CON MANTEQUILLA , MERMELADA ,  QUESO	10	90	1	7	1	7
201055	1	LECHE CHOCOLATADA	10	100	1	8	1	8
201055	2	SANGUCHE	10	100	1	7	1	7
201055	3	COMIDA PREPARADA	10	100	1	5	1,5	5
201057	1	AVENA PREPARADA	10	140	1	8	1	8
201057	2	SANDWICH DE QUESO	10	140	1	7	1	7
201072	1	LECHE CHOCOLATADA	10	50	1	8	1	8
201072	2	AVENA PREPARADA	10	50	1	8	1	8
201072	3	EMPAREDADOS DE MANTEQUILLA / MANJAR / QUESO	10	100	1	7	0,5	7
201077	1	PAN	9	200	1	7	0,5	7
201077	2	LECHE CON CHOCOLATE PREPARADO	10	200	1	8	1	8
201078	1	ALIMENTOS PREPARADOS AVENA Y SANDUW	1	44	1	5	2	5
201080	1	OLLUCO	15	2	22	2	3,5	2
201080	2	HABAS	15	1	10	2	15	2
201083	1	ALMUERZO	10	80	1	9	2	9
201085	1	AVENA CON LECHE , SOYA	10	70	1	8	1	8
201085	2	PAN CON QUESO MERMELADA  MATEQUILLA	10	70	1	7	0,7	7
201087	1	QUAKER	3	4	5	2	3	2
201087	2	LECHE DE TARRO	1	4	24	6	3	6
201087	3	ALMUERZO	10	75	1	9	3	9
201090	1	LECHE	1	48	4	4	3	4
201090	2	AVENA	3	48	1	4	1	4
201096	1	AVENA	3	4	6	2	4	2
201096	2	LECHE	1	4	12	6	2,8	6
201096	3	AZUCAR	11	4	3	2	3	2
201096	4	AVENA CON LECHE, LACTEOS	10	90	3	8	1,5	8
201096	5	PAN CON MERMELADA ,PAN MANJAR	10	90	3	7	0,8	7
201097	1	QUAQUER, QUINUA, SOYA CON LECHE, ETC	10	180	3	8	1	8
201097	2	PAN CON QUESO, MERMELADA, MANTEQUILLA, ETC	10	180	3	7	0,7	7
201098	1	PAPAS (HUAYRO  NEGRITA)	15	24	22	2	3,2	2
201098	2	MAIZ - CHOCLO	8	1	40	2	2,2	2
201100	1	AVENA ALIMENTO PREPARADO CON LECHE	10	80	1	8	1	8
201100	2	PAN CON JAMONADA ETC	10	80	1	5	0,5	5
