CHILDCODE	CONTIDR4	SCHPYR4	HCNTRR4	EXGRNR4	RSEXPR4
20041	2	2	200	0	 
20041	3	0	 	 	 
20041	4	2	100	0	 
20041	5	2	50	0	 
20041	6	1	290	0	 
20041	7	0	 	 	 
20041	8	 	 	 	 
20043	1	0	 	 	 
20043	2	1	100	0	 
20043	3	1	70	0	 
20043	4	2	20	0	 
20043	5	0	 	 	 
20043	6	1	125	165	6
20043	7	0	 	 	 
20043	8	 	 	 	 
20044	1	1	40	0	 
20044	2	2	100	0	 
20044	3	0	 	 	 
20044	4	2	10	0	 
20044	5	2	40	0	 
20044	6	1	145	0	 
20044	7	0	 	 	 
20044	8	 	 	 	 
20046	1	1	135	135	6
20046	2	0	 	 	 
20046	3	0	 	 	 
20046	4	2	50	0	 
20046	5	0	 	 	 
20046	6	1	125	125	6
20046	7	0	 	 	 
20046	8	 	 	 	 
20047	1	0	 	 	 
20047	2	1	100	0	 
20047	3	1	25	0	 
20047	4	1	10	0	 
20047	5	0	 	 	 
20047	6	0	 	 	 
20047	7	1	10	0	 
20047	8	 	 	 	 
20048	1	0	 	 	 
20048	2	1	100	0	 
20048	3	1	30	0	 
20048	4	2	45	0	 
20048	5	1	90	0	 
20048	6	1	290	0	 
20048	7	2	10	0	 
20048	8	 	 	 	 
20050	1	1	127	0	 
20050	2	1	100	0	 
20050	3	0	 	 	 
20050	4	2	20	0	 
20050	5	1	90	0	 
20050	6	1	290	0	 
20050	7	1	82	0	 
20050	8	 	 	 	 
20052	1	0	 	 	 
20052	2	2	100	0	 
20052	3	0	 	 	 
20052	4	1	15	0	 
20052	5	1	40	0	 
20052	6	1	290	0	 
20052	7	1	22	0	 
20052	8	 	 	 	 
20053	1	1	-77	0	 
20053	2	2	100	0	 
20053	3	0	 	 	 
20053	4	2	100	0	 
20053	5	0	 	 	 
20053	6	1	290	0	 
20053	7	0	 	 	 
20053	8	 	550	 	 
20054	1	1	40	0	 
20054	2	2	100	0	 
20054	3	0	 	 	 
20054	4	2	20	0	 
20054	5	0	 	 	 
20054	6	0	 	 	 
20054	7	0	 	 	 
20054	8	 	 	 	 
20055	1	1	40	0	 
20055	2	1	200	0	 
20055	3	1	30	0	 
20055	4	1	40	0	 
20055	5	0	 	 	 
20055	6	1	580	0	 
20055	7	1	20	0	 
20055	8	 	 	 	 
20056	1	1	40	0	 
20056	2	2	200	0	 
20056	3	0	 	 	 
20056	4	1	20	0	 
20056	5	1	75	0	 
20056	6	1	580	0	 
20056	7	1	25	0	 
20056	8	 	 	 	 
20057	1	1	40	0	 
20057	2	2	100	0	 
20057	3	0	 	 	 
20057	4	1	10	0	 
20057	5	2	40	0	 
20057	6	1	290	0	 
20057	7	0	 	 	 
20057	8	 	 	 	 
20060	1	1	40	0	 
20060	2	0	 	 	 
20060	3	0	 	 	 
20060	4	1	10	0	 
20060	5	0	 	 	 
20060	6	1	290	0	 
20060	7	0	 	 	 
20060	8	 	 	 	 
20061	1	1	40	0	 
20061	2	0	 	 	 
20061	3	0	 	 	 
20061	4	1	20	0	 
20061	5	0	 	 	 
20061	6	1	290	0	 
20061	7	0	 	 	 
20061	8	 	 	 	 
20062	1	1	300	0	 
20062	2	1	100	0	 
20062	3	1	180	0	 
20062	4	1	50	0	 
20062	5	1	90	0	 
20062	6	1	580	0	 
20062	7	1	20	0	 
20062	8	 	 	 	 
20063	1	1	40	0	 
20063	2	0	 	 	 
20063	3	0	 	 	 
20063	4	2	10	0	 
20063	5	0	 	 	 
20063	6	0	 	 	 
20063	7	0	 	 	 
20063	8	 	 	 	 
20064	1	0	 	 	 
20064	2	0	 	 	 
20064	3	0	 	 	 
20064	4	2	5	0	 
20064	5	0	 	 	 
20064	6	1	290	0	 
20064	7	0	 	 	 
20064	8	 	 	 	 
20065	1	1	40	0	 
20065	2	2	0	0	 
20065	3	0	 	 	 
20065	4	1	20	0	 
20065	5	1	75	0	 
20065	6	1	580	0	 
20065	7	2	20	0	 
20065	8	 	 	 	 
20066	1	0	 	 	 
20066	2	2	0	0	 
20066	3	1	10	0	 
20066	4	1	20	0	 
20066	5	1	75	0	 
20066	6	1	290	0	 
20066	7	2	24	0	 
20066	8	 	 	 	 
20067	1	0	 	 	 
20067	2	0	 	 	 
20067	3	2	20	0	 
20067	4	0	 	 	 
20067	5	0	 	 	 
20067	6	1	290	0	 
20067	7	0	 	 	 
20067	8	 	 	 	 
20068	1	1	300	0	 
20068	2	0	 	 	 
20068	3	0	 	 	 
20068	4	1	40	0	 
20068	5	0	 	 	 
20068	6	0	 	 	 
20068	7	1	30	0	 
20068	8	 	 	 	 
20069	1	1	80	0	 
20069	2	2	0	0	 
20069	3	0	 	 	 
20069	4	1	25	0	 
20069	5	1	80	0	 
20069	6	1	580	0	 
20069	7	2	30	0	 
20069	8	 	 	 	 
20070	1	0	 	 	 
20070	2	0	 	 	 
20070	3	0	 	 	 
20070	4	0	 	 	 
20070	5	0	 	 	 
20070	6	1	580	0	 
20070	7	0	 	 	 
20070	8	 	 	 	 
20073	1	1	80	0	 
20073	2	2	0	0	 
20073	3	0	 	 	 
20073	4	1	25	0	 
20073	5	1	80	0	 
20073	6	1	290	0	 
20073	7	2	32	0	 
20073	8	 	 	 	 
20075	1	1	45	0	 
20075	2	2	100	0	 
20075	3	0	 	 	 
20075	4	2	0	0	 
20075	5	2	40	0	 
20075	6	1	290	0	 
20075	7	0	 	 	 
20075	8	 	 	 	 
20077	1	0	 	 	 
20077	2	0	 	 	 
20077	3	0	 	 	 
20077	4	2	10	0	 
20077	5	0	 	 	 
20077	6	1	0	290	 
20077	7	0	 	 	 
20077	8	 	 	 	 
20078	1	1	140	0	 
20078	2	1	200	0	 
20078	3	1	50	0	 
20078	4	1	20	0	 
20078	5	1	30	0	 
20078	6	1	250	330	6
20078	7	1	40	0	 
20078	8	 	 	 	 
20079	1	0	 	 	 
20079	2	2	100	0	 
20079	3	0	 	 	 
20079	4	2	15	0	 
20079	5	0	 	 	 
20079	6	1	0	290	 
20079	7	0	 	 	 
20079	8	 	 	 	 
20080	1	0	 	 	 
20080	2	2	0	0	 
20080	3	0	 	 	 
20080	4	1	40	0	 
20080	5	2	0	0	 
20080	6	1	580	0	 
20080	7	1	40	0	 
20080	8	 	 	 	 
20081	1	0	 	 	 
20081	2	2	100	0	 
20081	3	0	 	 	 
20081	4	1	10	0	 
20081	5	1	35	0	 
20081	6	1	290	0	 
20081	7	1	45	0	 
20081	8	 	 	 	 
20083	1	0	 	 	 
20083	2	2	100	0	 
20083	3	0	 	 	 
20083	4	2	10	0	 
20083	5	0	 	 	 
20083	6	1	290	0	 
20083	7	0	 	 	 
20083	8	 	 	 	 
20084	1	1	80	0	 
20084	2	2	200	0	 
20084	3	0	 	 	 
20084	4	1	35	0	 
20084	5	1	80	0	 
20084	6	1	290	290	6
20084	7	1	40	0	 
20084	8	 	 	 	 
20086	1	1	40	0	 
20086	2	2	100	0	 
20086	3	0	 	 	 
20086	4	2	40	0	 
20086	5	0	 	 	 
20086	6	1	290	0	 
20086	7	0	 	 	 
20086	8	 	 	 	 
20087	1	1	40	0	 
20087	2	2	100	0	 
20087	3	0	 	 	 
20087	4	2	15	0	 
20087	5	0	 	 	 
20087	6	1	290	0	 
20087	7	0	 	 	 
20087	8	 	 	 	 
20088	1	1	80	0	 
20088	2	2	200	0	 
20088	3	0	 	 	 
20088	4	1	25	0	 
20088	5	1	80	0	 
20088	6	1	580	0	 
20088	7	1	30	0	 
20088	8	 	 	 	 
20089	1	1	40	0	 
20089	2	0	 	 	 
20089	3	0	 	 	 
20089	4	2	15	0	 
20089	5	0	 	 	 
20089	6	0	 	 	 
20089	7	0	 	 	 
20089	8	 	 	 	 
20090	1	1	45	0	 
20090	2	1	100	0	 
20090	3	1	20	0	 
20090	4	1	10	0	 
20090	5	0	 	 	 
20090	6	1	290	0	 
20090	7	1	10	0	 
20090	8	 	 	 	 
20091	1	0	 	 	 
20091	2	0	 	 	 
20091	3	0	 	 	 
20091	4	1	15	0	 
20091	5	1	50	0	 
20091	6	1	0	290	 
20091	7	2	26	0	 
20091	8	 	 	 	 
20092	1	0	 	 	 
20092	2	2	100	0	 
20092	3	0	 	 	 
20092	4	2	10	0	 
20092	5	0	 	 	 
20092	6	1	295	0	 
20092	7	0	 	 	 
20092	8	 	 	 	 
20094	1	0	 	 	 
20094	2	2	100	0	 
20094	3	0	 	 	 
20094	4	1	15	0	 
20094	5	1	50	0	 
20094	6	1	290	0	 
20094	7	2	26	0	 
20094	8	 	 	 	 
20095	1	0	 	 	 
20095	2	2	200	0	 
20095	3	0	 	 	 
20095	4	1	50	0	 
20095	5	1	90	0	 
20095	6	1	580	0	 
20095	7	1	15	0	 
20095	8	 	 	 	 
20096	1	0	 	 	 
20096	2	1	100	0	 
20096	3	1	20	0	 
20096	4	1	15	0	 
20096	5	0	 	 	 
20096	6	1	290	0	 
20096	7	1	20	0	 
20096	8	 	 	 	 
20097	1	0	 	 	 
20097	2	2	100	0	 
20097	3	0	 	 	 
20097	4	2	10	0	 
20097	5	0	 	 	 
20097	6	0	 	 	 
20097	7	0	 	 	 
20097	8	 	 	 	 
20098	1	0	 	 	 
20098	2	1	100	0	 
20098	3	0	 	 	 
20098	4	1	15	15	6
20098	5	0	 	 	 
20098	6	0	 	 	 
20098	7	1	30	0	 
20098	8	 	 	 	 
20099	1	0	 	 	 
20099	2	1	200	0	 
20099	3	1	120	0	 
20099	4	1	20	0	 
20099	5	0	 	 	 
20099	6	0	 	 	 
20099	7	1	5	5	6
20099	8	 	 	 	 
20100	1	0	 	 	 
20100	2	2	200	0	 
20100	3	0	 	 	 
20100	4	1	20	0	 
20100	5	1	100	0	 
20100	6	1	580	0	 
20100	7	2	40	0	 
20100	8	 	 	 	 
20105	1	1	40	0	 
20105	2	2	0	0	 
20105	3	0	 	 	 
20105	4	1	10	0	 
20105	5	1	40	0	 
20105	6	1	0	290	 
20105	7	1	15	0	 
20105	8	 	 	 	 
20106	1	0	 	 	 
20106	2	2	100	0	 
20106	3	0	 	 	 
20106	4	2	10	0	 
20106	5	0	 	 	 
20106	6	0	 	 	 
20106	7	2	50	0	 
20106	8	 	 	 	 
20108	1	0	 	 	 
20108	2	2	100	0	 
20108	3	0	 	 	 
20108	4	1	20	0	 
20108	5	0	 	 	 
20108	6	1	290	0	 
20108	7	0	 	 	 
20108	8	 	 	 	 
20110	1	1	40	0	 
20110	2	0	 	 	 
20110	3	1	10	0	 
20110	4	1	5	0	 
20110	5	0	 	 	 
20110	6	1	290	0	 
20110	7	0	 	 	 
20110	8	 	 	 	 
20112	1	0	 	 	 
20112	2	2	200	0	 
20112	3	0	 	 	 
20112	4	1	15	0	 
20112	5	1	70	0	 
20112	6	1	0	580	 
20112	7	1	41	0	 
20112	8	 	 	 	 
20113	1	0	 	 	 
20113	2	1	100	0	 
20113	3	0	 	 	 
20113	4	1	20	0	 
20113	5	0	 	 	 
20113	6	1	290	0	 
20113	7	1	10	0	 
20113	8	 	 	 	 
20114	1	1	50	0	 
20114	2	1	100	0	 
20114	3	1	20	0	 
20114	4	1	20	0	 
20114	5	0	 	 	 
20114	6	1	290	0	 
20114	7	1	10	0	 
20114	8	 	 	 	 
20117	1	0	 	 	 
20117	2	1	100	0	 
20117	3	0	 	 	 
20117	4	1	40	0	 
20117	5	0	 	 	 
20117	6	0	 	 	 
20117	7	1	20	0	 
20117	8	 	 	 	 
20118	1	0	 	 	 
20118	2	2	300	0	 
20118	3	0	 	 	 
20118	4	1	20	0	 
20118	5	1	100	0	 
20118	6	1	290	0	 
20118	7	0	 	 	 
20118	8	 	 	 	 
20119	1	0	 	 	 
20119	2	2	100	0	 
20119	3	0	 	 	 
20119	4	1	10	0	 
20119	5	1	35	0	 
20119	6	1	290	0	 
20119	7	1	15	0	 
20119	8	 	 	 	 
20122	1	1	40	0	 
20122	2	0	 	 	 
20122	3	0	 	 	 
20122	4	2	40	0	 
20122	5	0	 	 	 
20122	6	1	0	290	 
20122	7	0	 	 	 
20122	8	 	 	 	 
20123	1	1	150	0	 
20123	2	0	 	 	 
20123	3	1	50	0	 
20123	4	1	50	0	 
20123	5	1	100	0	 
20123	6	1	270	0	 
20123	7	1	500	0	 
20123	8	 	 	 	 
20125	1	0	 	 	 
20125	2	0	 	 	 
20125	3	0	 	 	 
20125	4	2	15	0	 
20125	5	2	50	0	 
20125	6	1	145	145	10
20125	7	2	33	0	 
20125	8	 	 	 	 
20129	1	1	40	0	 
20129	2	2	100	0	 
20129	3	0	 	 	 
20129	4	1	50	0	 
20129	5	1	90	0	 
20129	6	1	290	290	6
20129	7	1	39	0	 
20129	8	 	 	 	 
20131	1	0	 	 	 
20131	2	2	0	0	 
20131	3	0	 	 	 
20131	4	1	15	0	 
20131	5	1	40	0	 
20131	6	1	145	145	6
20131	7	1	29	0	 
20131	8	 	 	 	 
20133	1	0	 	 	 
20133	2	2	100	0	 
20133	3	2	20	0	 
20133	4	2	25	0	 
20133	5	2	40	0	 
20133	6	1	290	0	 
20133	7	0	 	 	 
20133	8	 	 	 	 
20135	1	1	40	0	 
20135	2	1	100	0	 
20135	3	0	 	 	 
20135	4	1	40	0	 
20135	5	0	 	 	 
20135	6	1	290	0	 
20135	7	0	 	 	 
20135	8	 	 	 	 
20136	1	1	40	0	 
20136	2	2	200	0	 
20136	3	0	 	 	 
20136	4	1	60	0	 
20136	5	1	90	0	 
20136	6	1	580	0	 
20136	7	1	15	0	 
20136	8	 	 	 	 
30001	1	0	 	 	 
30001	2	0	 	 	 
30001	3	0	 	 	 
30001	4	0	 	 	 
30001	5	0	 	 	 
30001	6	0	 	 	 
30001	7	0	 	 	 
30001	8	 	 	 	 
30002	1	0	 	 	 
30002	2	0	 	 	 
30002	3	0	 	 	 
30002	4	0	 	 	 
30002	5	0	 	 	 
30002	6	0	 	 	 
30002	7	0	 	 	 
30002	8	 	 	 	 
30003	1	1	100	0	 
30003	2	1	150	0	 
30003	3	0	 	 	 
30003	4	1	40	0	 
30003	5	1	130	0	 
30003	6	1	580	0	 
30003	7	1	350	0	 
30003	8	 	 	 	 
30004	1	1	70	0	 
30004	2	0	 	 	 
30004	3	0	 	 	 
30004	4	1	40	0	 
30004	5	1	140	0	 
30004	6	1	580	0	 
30004	7	0	 	 	 
30004	8	 	 	 	 
30005	1	0	 	 	 
30005	2	0	 	 	 
30005	3	0	 	 	 
30005	4	1	10	0	 
30005	5	1	50	0	 
30005	6	0	 	 	 
30005	7	0	 	 	 
30005	8	 	 	 	 
30006	1	1	210	0	 
30006	2	0	 	 	 
30006	3	0	 	 	 
30006	4	1	60	0	 
30006	5	1	60	0	 
30006	6	0	 	 	 
30006	7	0	 	 	 
30006	8	 	 	 	 
30007	1	0	 	 	 
30007	2	2	200	0	 
30007	3	0	 	 	 
30007	4	1	80	0	 
30007	5	1	120	0	 
30007	6	2	590	0	 
30007	7	1	-77	0	 
30007	8	 	-77	 	 
30008	1	0	 	 	 
30008	2	0	 	 	 
30008	3	0	 	 	 
30008	4	1	10	0	 
30008	5	1	50	0	 
30008	6	1	290	0	 
30008	7	0	 	 	 
30008	8	 	 	 	 
30009	1	0	 	 	 
30009	2	0	 	 	 
30009	3	0	 	 	 
30009	4	0	 	 	 
30009	5	0	 	 	 
30009	6	0	 	 	 
30009	7	0	 	 	 
30009	8	 	 	 	 
30010	1	1	100	0	 
30010	2	0	 	 	 
30010	3	0	 	 	 
30010	4	1	10	0	 
30010	5	1	10	0	 
30010	6	0	 	 	 
30010	7	0	 	 	 
30010	8	 	 	 	 
30011	1	0	 	 	 
30011	2	0	 	 	 
30011	3	0	 	 	 
30011	4	0	 	 	 
30011	5	0	 	 	 
30011	6	0	 	 	 
30011	7	0	 	 	 
30011	8	 	 	 	 
30012	1	1	-77	0	 
30012	2	0	 	 	 
30012	3	0	 	 	 
30012	4	1	-77	0	 
30012	5	1	-77	0	 
30012	6	0	 	 	 
30012	7	0	 	 	 
30012	8	 	500	 	 
30013	1	1	-77	0	 
30013	2	0	 	 	 
30013	3	0	 	 	 
30013	4	1	-77	0	 
30013	5	1	-77	0	 
30013	6	0	 	 	 
30013	7	1	-77	0	 
30013	8	 	-77	 	 
30014	1	0	 	 	 
30014	2	0	 	 	 
30014	3	0	 	 	 
30014	4	0	 	 	 
30014	5	1	50	0	 
30014	6	0	 	 	 
30014	7	0	 	 	 
30014	8	 	 	 	 
30015	1	0	 	 	 
30015	2	0	 	 	 
30015	3	0	 	 	 
30015	4	1	10	0	 
30015	5	1	50	0	 
30015	6	0	 	 	 
30015	7	0	 	 	 
30015	8	 	 	 	 
30016	1	1	-77	0	 
30016	2	0	 	 	 
30016	3	0	 	 	 
30016	4	1	-77	0	 
30016	5	1	100	0	 
30016	6	0	 	 	 
30016	7	1	-77	0	 
30016	8	 	-77	 	 
30017	1	1	-77	0	 
30017	2	0	 	 	 
30017	3	0	 	 	 
30017	4	1	20	0	 
30017	5	1	-77	0	 
30017	6	0	 	 	 
30017	7	0	 	 	 
30017	8	 	450	 	 
30018	1	0	 	 	 
30018	2	0	 	 	 
30018	3	0	 	 	 
30018	4	0	 	 	 
30018	5	0	 	 	 
30018	6	0	 	 	 
30018	7	0	 	 	 
30018	8	 	 	 	 
30019	1	0	 	 	 
30019	2	0	 	 	 
30019	3	0	 	 	 
30019	4	0	 	 	 
30019	5	1	50	0	 
30019	6	0	 	 	 
30019	7	0	 	 	 
30019	8	 	 	 	 
30020	1	0	 	 	 
30020	2	0	 	 	 
30020	3	0	 	 	 
30020	4	1	40	0	 
30020	5	1	100	0	 
30020	6	0	 	 	 
30020	7	1	-77	0	 
30020	8	 	-77	 	 
30021	1	1	150	0	 
30021	2	2	300	0	 
30021	3	0	 	 	 
30021	4	1	100	0	 
30021	5	1	120	0	 
30021	6	2	590	0	 
30021	7	1	-77	0	 
30021	8	 	-77	 	 
30022	1	0	 	 	 
30022	2	0	 	 	 
30022	3	0	 	 	 
30022	4	1	30	0	 
30022	5	1	-77	0	 
30022	6	2	295	0	 
30022	7	1	-77	0	 
30022	8	 	-77	 	 
30023	1	0	 	 	 
30023	2	0	 	 	 
30023	3	0	 	 	 
30023	4	1	10	0	 
30023	5	1	50	0	 
30023	6	0	 	 	 
30023	7	0	 	 	 
30023	8	 	 	 	 
30024	1	0	 	 	 
30024	2	2	-77	0	 
30024	3	0	 	 	 
30024	4	1	-77	0	 
30024	5	1	50	0	 
30024	6	0	 	 	 
30024	7	0	 	 	 
30024	8	 	-77	 	 
30025	1	1	140	0	 
30025	2	0	 	 	 
30025	3	0	 	 	 
30025	4	0	 	 	 
30025	5	0	 	 	 
30025	6	1	580	0	 
30025	7	0	 	 	 
30025	8	 	 	 	 
30026	1	1	70	0	 
30026	2	0	 	 	 
30026	3	0	 	 	 
30026	4	0	 	 	 
30026	5	0	 	 	 
30026	6	1	580	0	 
30026	7	0	 	 	 
30026	8	 	 	 	 
30027	1	1	-77	0	 
30027	2	0	 	 	 
30027	3	0	 	 	 
30027	4	1	-77	0	 
30027	5	1	-77	0	 
30027	6	0	 	 	 
30027	7	1	-77	0	 
30027	8	 	-77	 	 
30028	1	0	 	 	 
30028	2	0	 	 	 
30028	3	0	 	 	 
30028	4	0	 	 	 
30028	5	0	 	 	 
30028	6	0	 	 	 
30028	7	0	 	 	 
30028	8	 	 	 	 
30029	1	0	 	 	 
30029	2	1	-77	0	 
30029	3	0	 	 	 
30029	4	1	-77	0	 
30029	5	1	-77	0	 
30029	6	0	 	 	 
30029	7	0	 	 	 
30029	8	 	1000	 	 
30030	1	1	100	0	 
30030	2	1	500	0	 
30030	3	1	-77	0	 
30030	4	1	-77	0	 
30030	5	0	 	 	 
30030	6	0	 	 	 
30030	7	1	50	0	 
30030	8	 	790	 	 
30031	1	1	-77	0	 
30031	2	1	-77	0	 
30031	3	0	 	 	 
30031	4	1	60	0	 
30031	5	1	-77	0	 
30031	6	0	 	 	 
30031	7	0	 	 	 
30031	8	 	1500	 	 
30032	1	1	70	0	 
30032	2	0	 	 	 
30032	3	0	 	 	 
30032	4	1	5	0	 
30032	5	0	 	 	 
30032	6	0	 	 	 
30032	7	0	 	 	 
30032	8	 	 	 	 
30033	1	0	 	 	 
30033	2	0	 	 	 
30033	3	0	 	 	 
30033	4	0	 	 	 
30033	5	0	 	 	 
30033	6	0	 	 	 
30033	7	0	 	 	 
30033	8	 	 	 	 
30034	1	0	 	 	 
30034	2	0	 	 	 
30034	3	0	 	 	 
30034	4	1	10	0	 
30034	5	1	50	0	 
30034	6	0	 	 	 
30034	7	0	 	 	 
30034	8	 	 	 	 
30035	1	0	 	 	 
30035	2	0	 	 	 
30035	3	0	 	 	 
30035	4	1	10	0	 
30035	5	1	50	0	 
30035	6	0	 	 	 
30035	7	0	 	 	 
30035	8	 	 	 	 
30036	1	0	 	 	 
30036	2	0	 	 	 
30036	3	0	 	 	 
30036	4	1	40	0	 
30036	5	1	-77	0	 
30036	6	0	 	 	 
30036	7	1	-77	0	 
30036	8	 	-77	 	 
30037	1	0	 	 	 
30037	2	0	 	 	 
30037	3	0	 	 	 
30037	4	1	10	0	 
30037	5	1	50	0	 
30037	6	0	 	 	 
30037	7	0	 	 	 
30037	8	 	 	 	 
30038	1	1	70	0	 
30038	2	1	-77	0	 
30038	3	0	 	 	 
30038	4	1	20	0	 
30038	5	1	-77	0	 
30038	6	0	 	 	 
30038	7	0	 	 	 
30038	8	 	550	 	 
30039	1	0	 	 	 
30039	2	0	 	 	 
30039	3	0	 	 	 
30039	4	1	10	0	 
30039	5	1	50	0	 
30039	6	0	 	 	 
30039	7	0	 	 	 
30039	8	 	 	 	 
30040	1	0	 	 	 
30040	2	2	-77	0	 
30040	3	0	 	 	 
30040	4	1	60	0	 
30040	5	1	-77	0	 
30040	6	0	 	 	 
30040	7	0	 	 	 
30040	8	 	1100	 	 
30041	1	0	 	 	 
30041	2	0	 	 	 
30041	3	0	 	 	 
30041	4	0	 	 	 
30041	5	0	 	 	 
30041	6	0	 	 	 
30041	7	0	 	 	 
30041	8	 	 	 	 
30042	1	1	20	0	 
30042	2	1	120	0	 
30042	3	0	 	 	 
30042	4	1	10	0	 
30042	5	0	 	 	 
30042	6	1	290	0	 
30042	7	0	 	 	 
30042	8	 	 	 	 
30043	1	0	 	 	 
30043	2	0	 	 	 
30043	3	0	 	 	 
30043	4	1	20	0	 
30043	5	2	-77	0	 
30043	6	0	 	 	 
30043	7	1	-77	0	 
30043	8	 	350	 	 
30044	1	1	-77	0	 
30044	2	2	100	0	 
30044	3	0	 	 	 
30044	4	1	40	0	 
30044	5	2	-77	0	 
30044	6	2	290	0	 
30044	7	1	-77	0	 
30044	8	 	-77	 	 
30046	1	0	 	 	 
30046	2	0	 	 	 
30046	3	0	 	 	 
30046	4	0	 	 	 
30046	5	0	 	 	 
30046	6	0	 	 	 
30046	7	0	 	 	 
30046	8	 	 	 	 
30047	1	1	-77	0	 
30047	2	0	 	 	 
30047	3	0	 	 	 
30047	4	1	20	0	 
30047	5	1	-77	0	 
30047	6	0	 	 	 
30047	7	1	80	0	 
30047	8	 	-77	 	 
30048	1	0	 	 	 
30048	2	0	 	 	 
30048	3	0	 	 	 
30048	4	0	 	 	 
30048	5	0	 	 	 
30048	6	0	 	 	 
30048	7	0	 	 	 
30048	8	 	 	 	 
30049	1	1	0	-77	 
30049	2	0	 	 	 
30049	3	0	 	 	 
30049	4	0	 	 	 
30049	5	0	 	 	 
30049	6	0	 	 	 
30049	7	0	 	 	 
30049	8	 	 	0	 
30050	1	0	 	 	 
30050	2	0	 	 	 
30050	3	0	 	 	 
30050	4	1	10	0	 
30050	5	1	80	0	 
30050	6	0	 	 	 
30050	7	1	15	0	 
30050	8	 	 	 	 
30051	1	0	 	 	 
30051	2	0	 	 	 
30051	3	0	 	 	 
30051	4	1	-77	0	 
30051	5	1	-77	0	 
30051	6	0	 	 	 
30051	7	1	-77	0	 
30051	8	 	-77	 	 
30052	1	1	-77	0	 
30052	2	2	300	0	 
30052	3	0	 	 	 
30052	4	1	100	0	 
30052	5	1	200	0	 
30052	6	2	580	0	 
30052	7	1	600	0	 
30052	8	 	-77	 	 
30053	1	0	 	 	 
30053	2	0	 	 	 
30053	3	0	 	 	 
30053	4	0	 	 	 
30053	5	0	 	 	 
30053	6	0	 	 	 
30053	7	0	 	 	 
30053	8	 	 	 	 
30055	1	1	-77	0	 
30055	2	0	 	 	 
30055	3	0	 	 	 
30055	4	1	-77	0	 
30055	5	1	-77	0	 
30055	6	0	 	 	 
30055	7	0	 	 	 
30055	8	 	1000	 	 
30056	1	0	 	 	 
30056	2	0	 	 	 
30056	3	0	 	 	 
30056	4	1	50	0	 
30056	5	1	50	0	 
30056	6	0	 	 	 
30056	7	1	10	0	 
30056	8	 	 	 	 
30057	1	0	 	 	 
30057	2	0	 	 	 
30057	3	0	 	 	 
30057	4	1	15	0	 
30057	5	1	70	0	 
30057	6	0	 	 	 
30057	7	0	 	 	 
30057	8	 	 	 	 
30058	1	0	 	 	 
30058	2	0	 	 	 
30058	3	0	 	 	 
30058	4	1	-77	0	 
30058	5	1	-77	0	 
30058	6	0	 	 	 
30058	7	0	 	 	 
30058	8	 	180	 	 
30059	1	0	 	 	 
30059	2	0	 	 	 
30059	3	0	 	 	 
30059	4	1	-77	0	 
30059	5	1	-77	0	 
30059	6	0	 	 	 
30059	7	1	-77	0	 
30059	8	 	-77	 	 
30061	1	0	 	 	 
30061	2	0	 	 	 
30061	3	0	 	 	 
30061	4	0	 	 	 
30061	5	0	 	 	 
30061	6	0	 	 	 
30061	7	0	 	 	 
30061	8	 	 	 	 
30062	1	1	-77	0	 
30062	2	0	 	 	 
30062	3	0	 	 	 
30062	4	0	 	 	 
30062	5	0	 	 	 
30062	6	0	 	 	 
30062	7	0	 	 	 
30062	8	 	0	 	 
30063	1	0	 	 	 
30063	2	0	 	 	 
30063	3	0	 	 	 
30063	4	1	10	0	 
30063	5	1	80	0	 
30063	6	0	 	 	 
30063	7	1	15	0	 
30063	8	 	 	 	 
30064	1	0	 	 	 
30064	2	0	 	 	 
30064	3	0	 	 	 
30064	4	1	80	0	 
30064	5	1	-77	0	 
30064	6	0	 	 	 
30064	7	0	 	 	 
30064	8	 	-77	 	 
30065	1	0	 	 	 
30065	2	0	 	 	 
30065	3	0	 	 	 
30065	4	0	 	 	 
30065	5	0	 	 	 
30065	6	0	 	 	 
30065	7	0	 	 	 
30065	8	 	 	 	 
30066	1	1	-77	0	 
30066	2	0	 	 	 
30066	3	0	 	 	 
30066	4	1	-77	0	 
30066	5	0	 	 	 
30066	6	0	 	 	 
30066	7	0	 	 	 
30066	8	 	0	 	 
30067	1	0	 	 	 
30067	2	0	 	 	 
30067	3	0	 	 	 
30067	4	0	 	 	 
30067	5	0	 	 	 
30067	6	0	 	 	 
30067	7	0	 	 	 
30067	8	 	 	 	 
30069	1	0	 	 	 
30069	2	1	70	0	 
30069	3	0	 	 	 
30069	4	1	10	0	 
30069	5	1	40	0	 
30069	6	1	290	0	 
30069	7	1	10	0	 
30069	8	 	 	 	 
30070	1	0	 	 	 
30070	2	0	 	 	 
30070	3	0	 	 	 
30070	4	0	 	 	 
30070	5	0	 	 	 
30070	6	0	 	 	 
30070	7	0	 	 	 
30070	8	 	 	 	 
30071	1	1	-77	0	 
30071	2	0	 	 	 
30071	3	0	 	 	 
30071	4	1	-77	0	 
30071	5	1	-77	0	 
30071	6	2	250	0	 
30071	7	1	-77	0	 
30071	8	 	-77	 	 
30072	1	1	68	0	 
30072	2	0	 	 	 
30072	3	0	 	 	 
30072	4	1	15	0	 
30072	5	1	60	0	 
30072	6	0	 	 	 
30072	7	0	 	 	 
30072	8	 	 	 	 
30073	1	1	-77	0	 
30073	2	0	 	 	 
30073	3	0	 	 	 
