CHILDCODE	MEMIDR4	AGER3	MEMAGER4	MEAGMTR4	MEMSEXR4	RELATER3	RELATER4	CHLBRNR4	CAREGVR4	THSCOMR4	LIVHSER4	YRDIEDR4	SEENMER4	WHRNOWR4	EVRLVDR4	LNGLVDR4	RELHHR4	MRTLSTR4	MTHRHHR4	FTHRHHR4	STRT18R4	GRDE18R4	STLL18R4	EDCH18R4	HSSTRTR4	STRYRR4	GRADER4	STILLR4	WHYNOTR4	AGEGRDR4	TYPLSTR4	TYPATDR4	FEESR4	EXTTUTR4	PERFR4	BRDSCHR4	WHSCHR4	SLEEPR4	CHCARER4	HHCHRER4	NPYWRKR4	PAYWRKR4	SCHOOLR4	STUDYR4	PLAYR4	IMPAC1R4	RGJOB1R4	MONTH1R4	DAYS1R4	HOURS1R4	SSAC11R4	SSAC12R4	SSAC13R4	SSAC14R4	EMPAN1R4	OFPEN1R4	IMINC1R4	IMPAC2R4	RGJOB2R4	MONTH2R4	DAYS2R4	HOURS2R4	SSAC21R4	SSAC22R4	SSAC23R4	SSAC24R4	EMPAN2R4	OFPEN2R4	IMINC2R4	IMPAC3R4	RGJOB3R4	MONTH3R4	DAYS3R4	HOURS3R4	SSAC31R4	SSAC32R4	SSAC33R4	SSAC34R4	EMPAN3R4	OFPEN3R4	IMINC3R4	DISABR4	MEMAFCR4	MEMLNGR4	MLNHLR41	MLNHLR42	MLNHLR43	HTSFFR41	HTSFFR42	HTSFFR43	SEEKTRR4	WHSEEKR4	MEMTOBR4	MOTTOBR4	MEMALCR4
150092	1	43	45	 	2	1	1	0	1	0	1	 	 	 	 	 	2	1	98	98	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	4	15	8	1	0	1	1	0	 	1	15	1	12	30	3	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	1	27	20	17	5	5	7	2	2	0	0	0
150092	2	41	45	 	1	1	1	 	0	 	1	 	 	 	 	 	1	1	98	98	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	12	5	8	1	0	1	1	0	 	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	6	17	88	1	3	 	1	1	1	0	1
150092	3	16	20	 	2	7	7	 	0	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150092	4	14	18	 	1	7	7	 	0	 	1	 	 	 	 	 	5	0	1	2	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	 	12	20	8	1	1	1	1	0	 	1	1	1	12	5	8	1	0	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	1	88	 	 	 	 	 	0	 	0	0	0
150093	0	 	13	 	1	 	0	 	 	0	1	 	 	 	 	 	5	0	3	2	 	 	 	 	1	6	6	1	 	 	 	3	225	1890	1	0	1	9	0	2	1	0	6	2	4	19	 	 	 	 	 	 	 	 	 	 	 	15	1	12	20	2	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150093	1	 	35	 	1	 	1	 	0	 	1	 	 	 	 	 	1	1	3	2	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	 	12	20	7	1	1	1	1	1	0	1	1	1	12	10	7	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	1	0	1
150093	2	 	35	 	2	 	1	1	1	0	1	 	 	 	 	 	2	1	98	98	1	6	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	12	20	5	1	1	1	1	0	 	1	9	0	12	10	5	1	1	1	1	0	 	0	15	1	12	30	3	1	1	1	1	0	 	0	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150093	3	 	7	 	2	 	7	 	0	 	1	 	 	 	 	 	5	 	3	2	 	 	 	 	1	1	0	1	 	 	 	3	0	0	1	 	 	9	0	0	0	0	6	2	7	19	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150094	0	8	12	 	2	0	0	 	 	1	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	6	1	 	 	 	3	315	1000	2	0	2	8	0	2	0	0	8	2	4	19	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150094	1	40	44	 	1	1	1	 	1	 	1	 	 	 	 	 	1	1	6	98	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	12	30	6	1	1	1	1	0	 	1	11	0	12	30	8	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	1
150094	2	39	43	 	2	1	1	2	0	0	1	 	 	 	 	 	2	1	98	98	1	12	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	1	12	30	8	1	1	1	1	0	 	1	1	1	9	10	4	1	1	1	0	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150094	3	20	23	 	2	7	7	 	0	 	1	 	 	 	 	 	4	0	2	1	1	12	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	26	8	1	1	1	1	1	1	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150094	4	6	10	 	2	7	7	 	0	 	1	 	 	 	 	 	5	 	2	1	 	 	 	 	1	6	4	1	 	 	 	3	0	800	2	 	 	8	0	0	0	0	8	2	6	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150094	5	4	8	 	1	7	7	 	0	 	1	 	 	 	 	 	4	 	2	1	 	 	 	 	1	7	1	1	 	 	 	3	0	800	2	 	 	8	0	0	0	0	8	2	6	19	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150094	6	 	80	 	2	 	6	 	0	 	1	 	 	 	 	 	3	3	98	98	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	19	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	10	11	88	10	10	 	1	1	0	0	0
150095	0	8	12	 	1	0	0	 	 	0	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	6	1	 	 	 	3	450	0	2	0	1	9	1	1	0	0	5	2	6	19	 	 	 	 	 	 	 	 	 	 	 	15	1	12	20	1	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150095	1	31	35	 	1	1	1	 	0	 	1	 	 	 	 	 	1	1	98	98	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	1	12	30	11	1	1	1	1	0	 	1	15	1	12	25	1	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	1
150095	2	27	31	 	2	1	1	1	1	0	1	 	 	 	 	 	2	1	98	98	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	1	12	30	11	1	1	1	1	0	 	1	15	1	12	30	1	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150095	3	57	61	 	1	6	6	 	0	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150095	4	55	59	 	2	6	6	 	0	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150095	5	2	6	 	2	7	7	 	0	 	1	 	 	 	 	 	5	 	2	1	 	 	 	 	1	6	0	1	 	 	 	3	0	0	2	 	 	9	0	0	0	0	5	2	8	77	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150096	0	7	12	 	2	0	0	 	 	0	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	6	1	 	 	 	3	315	960	2	0	1	9	2	.5	0	0	7	2.5	3	19	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	2	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150096	1	35	43	 	1	1	1	 	0	 	1	 	 	 	 	 	1	1	98	98	1	5	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	 	12	15	10	1	1	1	1	1	0	1	1	0	3	7	8	1	1	1	0	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	1	0	0
150096	2	30	34	 	2	1	1	2	1	0	1	 	 	 	 	 	2	1	98	98	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	12	30	3	1	1	1	1	0	 	1	15	0	12	30	5	1	1	1	1	0	 	0	1	0	3	10	8	1	1	1	0	0	 	0	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150096	3	1	5	 	2	7	7	 	0	 	1	 	 	 	 	 	5	 	2	1	 	 	 	 	0	 	 	 	30	 	 	 	 	 	 	 	 	10	0	0	0	0	10	0	4	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150096	4	 	0	6	1	 	7	 	0	 	1	 	 	 	 	 	5	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150098	0	8	12	 	2	0	0	 	 	1	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	6	1	 	 	 	3	315	800	3	0	1	9	0	1	0	0	7	2	5	19	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	1	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150098	1	46	49	 	1	1	1	 	0	 	1	 	 	 	 	 	1	1	98	98	1	12	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	0	9	10	4	1	1	1	1	0	 	1	15	1	12	30	2	1	1	1	1	0	 	0	1	0	3	7	9	1	1	1	0	0	 	0	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150098	2	45	48	 	2	1	1	0	1	0	1	 	 	 	 	 	2	1	98	98	1	12	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	9	20	5	1	1	1	0	0	 	1	15	1	12	30	5	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150098	3	13	17	 	2	7	7	 	0	 	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	11	1	 	 	 	1	3800	2000	3	 	 	8	0	2	0	0	7	2	5	19	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	2	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150098	15	11	15	 	1	7	7	 	0	 	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	9	1	 	 	 	3	315	1000	3	 	 	8	0	0	0	0	7	2	7	19	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150099	0	8	12	 	2	0	0	 	 	1	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	6	1	 	 	 	3	315	1300	1	0	5	7	1	2	0	0	7	3	4	19	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	2	1	1	1	1	0	 	0	16	1	12	30	1	1	1	1	1	0	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150099	1	37	41	 	1	1	1	 	0	 	1	 	 	 	 	 	1	1	98	98	1	12	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	 	12	20	10	1	1	1	1	1	0	1	8	1	12	10	10	1	1	1	1	0	 	0	9	1	12	30	3	1	1	1	1	0	 	0	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150099	2	32	36	 	2	1	1	0	1	1	1	 	 	 	 	 	2	1	98	98	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150099	3	12	16	 	1	7	7	 	0	 	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	10	1	 	 	 	8	1500	1000	3	 	 	9	1	1	2	0	8	1	2	19	 	 	 	 	 	 	 	 	 	 	 	8	1	12	10	5	1	1	1	1	0	 	1	15	1	12	30	1	1	1	1	1	0	 	0	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150101	0	8	12	 	2	0	0	 	 	1	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	6	1	 	 	 	3	315	900	3	0	1	8	0	1	0	0	5.5	2.5	7	19	 	 	 	 	 	 	 	 	 	 	 	15	1	12	20	1	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150101	1	41	45	 	1	1	1	 	0	 	1	 	 	 	 	 	1	1	98	98	1	6	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	12	7	8	1	1	1	1	0	 	1	5	1	6	8	9	1	0	1	1	0	 	0	11	0	4	2	3	0	1	1	0	0	 	0	0	 	0	 	 	 	 	 	 	 	 	1	0	0
150101	2	39	43	 	2	1	1	1	1	1	1	 	 	 	 	 	2	1	98	98	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	12	15	6	1	1	1	1	0	 	1	15	1	12	30	2	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150101	3	17	21	 	2	7	7	 	0	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150101	4	13	16	 	2	7	7	 	0	 	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	6	0	8	11	3	 	 	 	 	 	 	10	0	1	3	0	0	0	10	4	1	12	30	3	1	1	1	1	0	 	0	15	0	9	10	1	1	0	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150101	5	5	9	 	1	7	7	 	0	 	1	 	 	 	 	 	5	 	2	1	 	 	 	 	1	6	3	1	 	 	 	3	0	500	2	 	 	9.5	0	0	0	0	7.5	1	6	19	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150103	0	8	12	 	1	0	0	 	 	1	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	6	1	 	 	 	3	315	800	3	0	1	8	0	2	0	0	4	4	6	19	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	2	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150103	1	29	32	 	1	1	1	 	0	 	1	 	 	 	 	 	1	1	98	98	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	12	30	9	1	1	1	1	0	 	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	1	0	1
150103	2	29	32	 	2	1	1	1	1	0	1	 	 	 	 	 	2	1	98	98	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	12	30	8	1	1	1	1	0	 	1	15	1	12	30	3	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150103	3	3	7	 	1	7	7	 	0	 	1	 	 	 	 	 	5	 	2	1	 	 	 	 	1	6	1	1	 	 	 	3	0	900	2	 	 	9	0	0	0	0	8	2	6	19	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150104	0	8	12	 	1	0	0	 	 	1	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	6	1	 	 	 	3	350	300	2	0	1	7	0	2	0	0	5	2	8	19	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	2	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150104	1	32	35	 	1	1	1	 	1	 	1	 	 	 	 	 	1	1	5	4	1	12	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	 	7	15	8	1	1	1	1	1	0	1	1	1	3	10	10	1	0	1	0	0	 	0	15	0	12	30	3	1	1	1	1	0	 	0	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150104	2	29	32	 	2	1	1	2	0	1	1	 	 	 	 	 	2	1	98	98	1	12	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	26	10	1	1	1	1	1	1	1	15	1	12	30	2	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150104	3	4	8	 	1	7	7	 	0	 	1	 	 	 	 	 	5	 	2	1	 	 	 	 	1	1	2	1	 	 	 	3	0	300	2	 	 	8	0	0	0	0	7	2	7	19	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150104	4	75	78	 	1	6	6	 	0	 	1	 	 	 	 	 	3	1	98	98	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	3	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150104	5	73	77	 	2	6	6	 	0	 	1	 	 	 	 	 	3	1	98	98	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	3	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150105	0	8	12	 	2	0	0	 	 	1	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	6	1	 	 	 	3	315	900	2	0	1	8	0	1	0	0	8.5	2.5	4	19	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	1	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150105	1	31	35	 	1	1	1	 	0	 	1	 	 	 	 	 	1	1	98	98	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	0	12	20	9	1	1	1	1	1	0	1	4	1	12	30	1	1	1	1	1	0	 	0	1	0	4	10	8	1	1	1	1	0	 	0	0	 	0	 	 	 	 	 	 	 	 	1	0	1
150105	2	31	35	 	2	1	1	1	1	0	1	 	 	 	 	 	2	0	98	98	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	 	12	30	11	1	1	1	1	1	1	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150105	16	10	14	 	2	7	7	 	0	 	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	8	1	 	 	 	3	315	1200	2	 	 	9	0	1	1	0	7	2	4	19	 	 	 	 	 	 	 	 	 	 	 	1	0	4	6	8	1	1	1	1	0	 	1	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150105	17	2	6	 	1	7	7	 	0	 	1	 	 	 	 	 	5	 	2	1	 	 	 	 	1	6	0	1	 	 	 	3	0	0	88	 	 	10	0	0	0	0	8	1.5	4.5	19	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150107	0	7	12	 	1	0	0	 	 	1	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	6	1	 	 	 	3	315	400	2	0	5	8.5	0	1	0	0	8	3	3.5	19	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150107	1	41	44	 	1	1	1	 	0	 	1	 	 	 	 	 	1	1	98	98	1	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	22	8	1	1	1	1	1	1	1	15	0	12	23	1	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	1	21	88	 	15	 	 	0	 	0	0	1
150107	2	40	43	 	2	1	1	0	1	1	1	 	 	 	 	 	1	1	2	1	1	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	22	8	1	1	1	1	1	1	1	15	1	12	25	1	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150107	3	16	20	 	1	7	7	 	0	 	1	 	 	 	 	 	5	0	2	1	1	12	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	19	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	1
150126	0	7	12	 	1	0	0	 	 	1	1	 	 	 	 	 	5	0	3	2	 	 	 	 	1	6	6	1	 	 	 	3	315	750	2	0	1	9	0	1	0	0	6.5	2	5.5	19	 	 	 	 	 	 	 	 	 	 	 	15	1	12	20	1	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150126	1	69	73	 	2	6	6	 	0	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150126	2	32	36	 	1	1	1	 	0	 	1	 	 	 	 	 	1	1	98	98	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	 	7	20	10	1	1	1	1	0	 	1	1	0	5	7	5	1	1	1	0	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	1	0	1
150126	3	29	33	 	2	1	1	1	1	0	1	 	 	 	 	 	2	1	98	98	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	1	10	20	5	1	1	1	1	0	 	0	15	1	12	25	2	1	1	1	1	0	 	0	1	0	7	8	6.5	1	1	1	0	0	 	0	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150126	4	6	10	 	1	7	7	 	0	 	1	 	 	 	 	 	5	 	3	2	 	 	 	 	1	6	4	1	 	 	 	3	0	700	2	 	 	9.5	0	1	0	0	6	1	6.5	19	 	 	 	 	 	 	 	 	 	 	 	15	0	11	20	1	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
150128	0	8	12	 	2	0	0	 	 	1	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	6	1	 	 	 	3	300	800	2	0	1	8	0	2	1	0	4.5	3	6	19	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	2	1	1	1	1	0	 	0	11	1	12	30	1	1	1	1	1	0	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150128	1	32	36	 	1	1	1	 	0	 	1	 	 	 	 	 	1	2	98	98	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6	1	12	30	9	1	1	1	1	1	0	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	1	0	1
150128	2	28	32	 	2	1	1	1	1	0	1	 	 	 	 	 	2	1	98	98	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	 	12	30	5	1	1	1	1	0	 	1	15	1	12	30	3	1	1	1	1	0	 	0	1	1	3	15	8	1	0	1	1	0	 	0	0	 	1	88	 	 	 	 	 	0	 	0	0	0
